feature013,feature017,feature019,feature035,feature037,feature054,feature055,feature057,feature058,feature061,feature063,feature069,feature071,feature093,feature095,feature096,feature102,feature106,feature110,feature117,feature144,feature148,feature173,feature175,feature197,feature202,feature223,feature239,feature240,feature252,feature283,feature308,feature310,feature333,feature338,feature358,feature361,feature366,feature377,feature378,feature383,feature390,feature545,feature579,feature585,feature587
203.1072,9.6825,193.4247,50.8214,49.1786,4.569,4.8,0.9325,0.9519,351.0082,122.85,150.0945,623.9527,-0.0023,-0.0002,0.0001,-0.0002,0.0022,0.9826768006984572,0.989,0.0066,0.0134,0.2537,0.2537,6.46,6.46,0.0009,0.0045,0.005,0.0012,0.0045,0.1087,0.1087,2.0486,2.0486,0.0006,0.0003,0.0045,0.0016,0.0015,0.000642691240700247,0.0004,0.0021,0.0259,0.004,0.0259
199.7558,9.6635,190.0923,49.9566,50.0434,4.577,4.861,0.9295,0.9416,352.9764,111.3718,146.9573,611.3055,0.0056,-0.0003,0.0,-0.0004,-0.0056,0.9784594372543529,0.9922,0.0044,0.0203,0.4189,0.4189,7.657463641445307,7.6574636011634984,0.0011,0.0026,0.0046,0.0004,0.0067,0.1608,0.1608,4.2695,4.2695,0.0008574978829021629,0.0004,0.0086,0.001,0.0015,0.0009524599169914295,0.0001,0.0026,0.025664373980181746,0.0046,0.0256
199.4045,9.8668,189.5377,50.1146,49.8854,4.537,4.751,0.9311,0.9549,348.0727,110.7482,148.74,607.5609,-0.0012,-0.0003,0.0,-0.0003,0.0012,0.9763,0.991,0.0067,0.0222,0.3487,0.3487,9.08,9.08,0.0028,0.0026,0.0059,0.0006,0.0074,0.1512,0.1512,2.7417,2.7417,0.0008,0.0008,0.0049,0.0009,0.002,0.0011,0.0002,0.0023,0.014756778962708474,0.0027,0.0147
197.6563,9.5974,188.0589,50.3353,49.6647,4.625,4.848,0.9346,0.9541,353.3918,110.6955,150.9336,615.0209,0.0037,0.0,4.1326257867434495e-06,0.0002,-0.0037,0.9794210484956084,0.9909,0.0069,0.0072,0.383,0.383,4.2,4.2,0.0032458800626490245,0.0052,0.0054,0.0011,0.0023,0.1532,0.1532,1.1659,1.1659,0.0006,0.0010285235578290416,0.0041575941140554636,0.0016,0.0018,0.0006743120968434749,0.0003,0.0026,0.029892825731860972,0.0018,0.03
199.9644,9.9217,190.0427,50.6086,49.3914,4.593,4.868,0.9312,0.9436,347.6391,114.7764,153.2409,615.6564,-0.002,-0.0002,0.0001,-0.0001,0.002,0.9799,0.9895,0.0031,0.016,0.3265,0.3265,15.52,15.52,0.0048,0.0048,0.005,0.0008,0.0053,0.1298,0.1298,4.4326,4.4326,0.001,0.0015,0.0057,0.0016,0.0015,0.0009,0.0003,0.0026,0.0246,0.0033,0.0246
199.0955,10.0046,189.0909,50.4421,49.5579,4.613,4.83,0.9361,0.955,349.0591,108.7155,146.48,604.2545,0.0002869793875533294,-0.0001,0.0,0.0001,-0.0001985705959178241,0.9784140891803247,0.9909092371208114,0.0044,0.0074,0.2366,0.2366,3.57,3.57,0.0014,0.0045,0.0029,0.0010543307540039643,0.0026,0.1036,0.1036,1.2106,1.2106,0.001,0.0005,0.0045,0.0014,0.001,0.0007986466810559942,0.0003216964202421526,0.0026,0.0189,0.003,0.0189
196.5484,9.6319,186.9166,50.3917,49.6083,4.602,4.845,0.9315,0.9498,352.5355,107.0145,149.5964,609.1464,0.0003,0.0,0.0,0.0001,-0.0003,0.9755,0.9911517200369706,0.0033,0.0066,0.4942,0.4942,5.35,5.35,0.001,0.0035,0.0077,0.0009969191894139268,0.0021,0.1841,0.1841,1.6208,1.6208,0.0009,0.0004,0.0039,0.0013,0.0023,0.001,0.00034579844699279117,0.0021,0.0309,0.004,0.0309
200.4381,10.2057,190.2324,50.2849,49.7151,4.537,4.758,0.9238,0.9536,356.6373,107.4818,146.2882,610.4073,-0.0011411575887295827,0.0003,0.0001,0.0003,0.0005346228600253689,0.9791937528429013,0.9906,0.005,0.0309,0.3244,0.3244,5.57,5.57,0.0051,0.0063,0.0036,0.0012,0.0103,0.1316,0.1316,1.7117,1.7117,0.0012,0.0015,0.0085,0.002,0.0011,0.0006150482558312724,0.0004,0.0026,0.0245,0.0046,0.0245
197.9677,9.1976,188.7701,50.6379,49.3621,4.596,4.835,0.9366,0.9506,350.5855,114.1127,148.2145,612.9127,-0.0018,-0.0001,0.0,-0.0002,0.0017,0.9781194946266051,0.9907,0.0044,0.0183,0.3672,0.3672,5.21,5.21,0.0024,0.0079,0.0043,0.0012,0.0061,0.1457,0.1457,1.8568,1.8568,0.0006,0.0006,0.0051,0.0024,0.0013,0.0007679259410455835,0.0004,0.0021,0.03880175273272864,0.0035908095962436538,0.0388
199.0364,9.6167,189.4197,50.3421,49.6579,4.618,4.88,0.9282,0.9464,358.89,111.4064,147.7773,618.0736,0.0005199358188174574,0.0001,0.0,0.0001,-0.0005824561200128142,0.9761599579257582,0.9912,0.004320496070169688,0.0249,0.4484,0.4484,7.94,7.94,0.0011,0.0041,0.0043,0.0006,0.0081,0.1794,0.1794,1.936,1.936,0.0011,0.0004,0.0031,0.0014,0.0016,0.0005709554404582521,0.0002,0.0026,0.01546294418058098,0.0037,0.0154
195.4287,9.7386,185.6901,50.5239,49.4761,4.592,4.871,0.9301,0.9428,352.6409,117.2473,146.2191,616.1073,-0.0035,9.719072680949782e-05,-0.0001,5.446121960603845e-05,0.0036,0.9785968083774632,0.9908,0.0037,0.0082,0.3938,0.3938,5.75,5.75,0.0041,0.0047,0.005282056415479741,0.0013,0.0028,0.1582,0.1582,1.8876,1.8876,0.0006,0.0016,0.0067,0.0018,0.0018058173730272262,0.0005654417393702285,0.0004,0.0025505315401201734,0.0186,0.0025,0.0186
200.851,9.7107,191.1403,50.3174,49.6826,4.603,4.85,0.9219180282759624,0.9489,367.6218,123.0155,146.2955,636.9327,0.0011,-0.0001,0.0,0.0001,-0.0011,0.9809037016816029,0.9906,0.0039,0.013,0.3367,0.3367,8.52,8.52,0.0028,0.004,0.0046,0.0009,0.0043,0.1458,0.1458,2.7609,2.7609,0.0007,0.0009,0.0041,0.0013,0.0015,0.000495127825442981,0.0003,0.0026,0.018793190660423988,0.0038,0.0188
200.37498540333053,10.3046,190.07034823411027,50.4362,49.5638,4.571,4.847,0.9302,0.943,357.8155,104.1591,143.89,605.8645,-0.0008,0.0,0.0002,0.0001,0.0007,0.978160049164738,0.9915298594163295,0.0042,0.0257,0.26,0.26,6.29,6.29,0.0046,0.005,0.0043,0.0009507869782540584,0.0083,0.1158,0.1158,1.7625,1.7625,0.0004,0.0019,0.0056,0.0017,0.0013,0.0009649766818669377,0.0003297865372690652,0.0026,0.0208,0.0025,0.0208
199.1765,9.7815,189.395,50.294,49.7061,4.601,4.846,0.9311,0.9494,350.2664,114.8264,149.6982,614.7909,-0.0001,0.0,0.0,0.0001,0.0002,0.9797,0.9908,0.0044,0.0107,0.2842,0.2843,10.79,10.79,0.0008,0.007,0.0077,0.0008,0.0036,0.1036,0.1036,3.0119,3.0119,0.0009,0.0003,0.0062,0.0028,0.0024,0.0006,0.0003,0.0025,0.03718471237583522,0.0051,0.0373
201.7261,9.3723,192.3538,50.4972,49.5029,4.56,4.816,0.9277,0.9468,353.0227,121.3227,156.2718,630.6173,0.0014,0.0,0.0,0.0,0.0,0.9815,0.9907,0.0035,0.0177,0.2655,0.2654,9.99,9.99,0.003,0.0041,0.0054,0.0018,0.0057,0.1096,0.1096,2.3656,2.3656,0.0015,0.0009,0.004,0.0013,0.0018,0.0003,0.0005,0.0023,0.026,0.003,0.026
197.4565,9.8587,187.5979,50.2482,49.7518,4.4788584852503455,4.747,0.919827483909191,0.9436,363.0345,119.7027,152.2364,634.9736,-0.0006,0.0,0.0001,0.0001,0.0007,0.9827,0.9895,0.0067,0.017,0.3017,0.3017,8.57,8.57,0.0015,0.0047,0.0029,0.0011,0.0057,0.1205,0.1205,2.8608,2.8608,0.0006,0.0005,0.0048,0.0015,0.0011,0.0004,0.0005,0.0021,0.013873278411467918,0.0033,0.0138
198.8176,10.4617,188.356,50.366,49.634,4.588,4.82,0.9348,0.9518,352.3336,111.9655,144.2282,608.5273,-0.0012,-0.0001,0.0,-0.0001,0.0013,0.9800698506160356,0.9908,0.0045,0.0127,0.3178,0.3178,3.98,3.98,0.002,0.0045,0.0076,0.0009,0.0041,0.1231,0.1231,1.3782,1.3782,0.0011,0.0007,0.0039,0.0014,0.0025490544130989086,0.0008124597257860274,0.0003,0.0026,0.041737736403054684,0.0026,0.0419
197.5623,9.4689,188.0934,50.6581,49.3419,4.595,4.812,0.9179,0.9549,366.2618,114.0564,143.2455,623.5636,0.0021,-0.0003,0.0001,-0.0002,-0.0021,0.9804,0.9893,0.0047,0.0073,0.3179,0.3179,6.55,6.55,0.0011,0.005,0.0035,0.0016,0.0026,0.1548,0.1548,1.9649,1.9649,0.0007,0.0003,0.0053,0.0015,0.0013,0.0003,0.0005,0.0023,0.03545634562323603,0.0036,0.0354
198.7557,10.0471,188.7086,50.9633,49.0367,4.552,4.805,0.9322,0.9473,355.1027,107.6264,152.0545,614.7836,-0.0003,0.0,0.0,0.0,0.0003,0.9831,0.9893,0.007106694538620155,0.0122,0.3042,0.3042,4.74,4.74,0.0005,0.0051,0.0043,0.001,0.0039,0.1258,0.1258,1.5695,1.5695,0.0015294302292128267,0.0002,0.003,0.0017,0.0015,0.0002,0.0004,0.0023,0.0216,0.0037,0.0216
198.6113,10.3122,188.2991,50.2004,49.7996,4.632,4.891,0.9329,0.9472,356.3536,114.7864,149.6982,620.8382,0.0029,0.0,0.0002,0.0,-0.0029,0.9801494413957218,0.9908,0.0036,0.0177,0.2449,0.2449,9.33,9.33,0.0034,0.0058,0.004,0.0011,0.0059,0.1163,0.1163,2.6515,2.6515,0.0006,0.0011,0.0043,0.0017,0.0015,0.0005356250081757657,0.0003,0.0026,0.009483530881656412,0.0049,0.0095
200.7743,10.3887,190.3855,50.4357,49.5643,4.601,4.847,0.9238,0.9492,359.3736,124.67,144.5245,628.5682,-0.0043,0.0,0.0,0.0001,0.0044,0.9768925434685151,0.9905,0.0048,0.0224,0.4311,0.4311,13.62,13.62,0.0033,0.0033,0.0044,0.0012,0.0076,0.1628,0.1628,3.9228,3.9228,0.0009,0.0009,0.0059,0.001,0.0016,0.00039953291685070145,0.0003,0.0026,0.013996749215813405,0.0038,0.014
196.3828,9.8614,186.5214,50.4013,49.5987,4.61,4.849,0.9224,0.9506,362.9091,114.6191,147.2082,624.7364,-0.0005,0.0,0.0,0.0001,0.0005,0.9741,0.9891,0.0028,0.0243,0.2589,0.2589,13.02,13.02,0.0033,0.0033,0.0029,0.0013,0.0082,0.1162,0.1162,3.645,3.645,0.0012,0.0011,0.0032,0.0012,0.001,0.0009,0.0004,0.0026,0.029001697502950452,0.0031,0.0291
197.1978,10.0197,187.1781,50.40461033520344,49.59611957010483,4.584,4.829,0.9265,0.9493,354.2364,116.3864,149.3582,619.9809,-0.0009,0.0,0.0001,0.0,0.0009,0.9770316381019317,0.9917,0.0032,0.01,0.16,0.16,4.13,4.13,0.002,0.0053,0.0045,0.0005,0.0032,0.0645,0.0645,1.3739,1.3739,0.0017,0.0006,0.0062,0.0017,0.0016,0.0007895616150327689,0.0002,0.0026,0.03342334063974797,0.004,0.0335
197.0412,10.7439,186.2973,50.4181,49.5819,4.657,4.896,0.9242,0.951,362.2336,113.3327,145.4464,621.0127,-0.0024,-0.0001,0.0,0.0,0.0024,0.9771360426660562,0.9907,0.0027,0.0237,0.2655,0.2655,4.88,4.88,0.0037262141271092062,0.0056,0.0031,0.0013,0.0081,0.1133,0.1133,1.4061,1.4061,0.0015,0.001256864105673409,0.0031,0.002,0.0011,0.0006927397003029848,0.0005,0.0026,0.011877748458503569,0.0039,0.012
201.9255,9.6793,192.2461,50.3802,49.6198,4.528,4.777,0.9301,0.9478,352.8745,106.38,147.3255,606.58,0.0003,0.0,0.00013374606106374842,0.0,-0.0002,0.9794456783078642,0.9901,0.0033,0.0223,0.3503,0.3503,4.49,4.49,0.0079,0.0037,0.0041,0.0007,0.0075,0.1391,0.1391,1.4581,1.4581,0.0011,0.0023,0.005556502548161542,0.0012,0.0017,0.0007864482337303345,0.0002,0.0026,0.0199,0.0038,0.0199
197.338,8.574440031467775,188.7635,50.3616,49.6384,4.601,4.847,0.9238,0.9492,362.5773,121.8127,140.4582,624.8482,0.0001,0.0002,0.0001,0.00024150353760323201,-0.0001,0.9801773398268641,0.9914,0.0031,0.0093,0.2969,0.2968,6.4,6.4,0.004536473205215281,0.0045,0.0029,0.0016,0.0031,0.1178,0.1178,2.0542,2.0542,0.0012,0.0039,0.0043,0.0016,0.0011,0.0004436710215853165,0.0005,0.0026,0.0297,0.0051,0.0297
200.5718,9.8077,190.7641,50.2818,49.7183,4.601,4.847,0.9238,0.9492,359.9255,119.7464,141.8018,621.4736,0.0046,-6.4997911953718936e-06,-7.922141800922834e-06,2.7109566041789823e-05,-0.0047,0.9785016542829763,0.9914,0.0043,0.0068,0.3487,0.3488,10.9,10.9,0.0016,0.0049,0.0052,0.001,0.0022,0.126,0.126,3.5103,3.5103,0.0011,0.0006,0.005366946127224891,0.0019,0.0016,0.0004798389803152528,0.0003,0.0026,0.03343379528407102,0.004,0.0335
198.3902,9.4663,188.9239,50.4349,49.5651,4.643,4.857,0.9236,0.9558,361.3418,121.3773,145.2327,627.9518,0.0024,-0.0001,-0.0001,0.0,-0.0024,0.9814416745702879,0.9908,0.0033,0.0138,0.396,0.396,4.66,4.66,0.0116,0.0077,0.0059,0.0011,0.0046,0.1565,0.1565,1.2484,1.2484,0.001,0.003698324600500124,0.0047,0.0023,0.0018,0.0005782023283743601,0.0004,0.0026,0.004822892683730623,0.0035,0.0048
202.6478,9.6492,192.9986,50.739,49.261,4.603,4.804,0.9298,0.9582,356.0618,110.3645,149.2555,615.6818,0.0001,0.0001,0.0,0.0002,-0.0001,0.976875483540187,0.9906,0.0035,0.0093,0.3927,0.3926,5.85,5.85,0.0018,0.0042,0.0054,0.0015,0.003,0.1564,0.1564,1.7613,1.7613,0.001,0.0005,0.0038,0.0014,0.002,0.0008749086743850025,0.0005,0.0026,0.029466541447907002,0.0028,0.0295
203.7685,10.0742,193.6943,50.2772,49.7228,4.607,4.833,0.9334,0.9531,349.1136,117.6645,145.6182,612.3964,0.002,-0.0003,0.0001,-0.00031644416053839804,-0.0019,0.9803,0.9887,0.0042,0.0247,0.3596,0.3596,5.22,5.22,0.0029,0.0041,0.0048,0.0014,0.0081,0.137,0.137,1.6324,1.6324,0.0016,0.0011,0.00649929089594491,0.0014,0.0016,0.0006,0.0005,0.00237975660210456,0.0472,0.0035,0.0472
201.6988,9.3711,192.3277,50.3802,49.6198,4.537,4.758,0.9238,0.9536,357.25,108.2055,146.3745,611.83,-0.0045,0.0,0.0,0.0,0.0,0.9778064598049311,0.9903,0.0073104213781488335,0.0189,0.3503,0.3503,2.39,2.39,0.0005,0.0055,0.0034,0.0006,0.0063,0.1391,0.1391,0.6846,0.6846,0.0009,0.0002,0.0055,0.002,0.0012,0.0006039612441359507,0.0002,0.0026,0.0192,0.0035,0.0192
196.9941,9.2677,187.7264,50.3808,49.6192,4.591,4.848,0.9257,0.9468,354.5909,125.5609,142.5582,622.71,0.0033,-0.0003,-0.0001,-0.0003,-0.0033,0.9791684303584778,0.9909,0.0063,0.0156,0.279,0.279,6.24,6.24,0.004359628820313258,0.0048,0.0039,0.0008,0.0054,0.119,0.119,2.0649,2.0649,0.001,0.0039,0.0033,0.0017,0.0013,0.000585741945246561,0.0003,0.0026,0.02348657425571539,0.0037,0.0235
202.688,10.54,192.1481,50.2004,49.7996,4.574,4.795,0.9188,0.9538,360.0255,127.0991,148.3345,635.4591,-0.0002,-0.0001,0.0002,0.0001,0.0002,0.9798363267378496,0.9905,0.005,0.0103,0.2449,0.2449,5.42,5.42,0.002,0.0041,0.0057,0.0015,0.0033,0.1163,0.1163,1.8092,1.8092,0.0009,0.0005,0.0049,0.0017,0.0017,0.000726178459042911,0.0004,0.0026,0.0056011495191127594,0.0026,0.0055
198.1811,8.9468,189.2342,50.4095,49.5905,4.603,4.804,0.9298,0.9582,358.4055,113.1109,148.7736,620.29,0.0022,-0.0001,0.0,-0.0001,-0.0023,0.976,0.9905,0.0048,0.0068,0.3916,0.3916,6.08,6.08,0.0007,0.0048,0.0045,0.0007,0.0021,0.1446,0.1447,2.0043,2.0043,0.0009,0.0003,0.0036,0.002,0.0015,0.001,0.0002,0.002570170663278302,0.015331370826679382,0.0028,0.0153
201.0821,9.262,191.82,50.5501,49.4499,4.6,4.871,0.9346,0.9443,351.2527,112.9473,148.8145,613.0145,0.0006087716165139728,-0.0001,0.0,-0.0002,-0.00017060900721002636,0.9780991795793474,0.9911684369343803,0.006,0.0203,0.3275,0.3275,5.12,5.12,0.0032777970008757177,0.006,0.0059,0.0009226204619706529,0.0066,0.1355,0.1355,1.5201,1.5201,0.0009,0.001285598529522693,0.0036,0.0019,0.0018,0.0005344916323302049,0.0003598292609825974,0.0021,0.01656976257063056,0.0026,0.0167
200.0505,9.8203,190.2301,50.3645,49.6355,4.596,4.837,0.9293,0.95,354.2264,116.1555,150.35,620.7318,-0.001,0.0,-0.0001,0.0,0.001,0.9784756564948046,0.9916,0.0029,0.024027790807769983,0.4946,0.4946,7.89,7.89,0.008,0.0048,0.0034,0.0006,0.00815314770795598,0.1953,0.1953,2.6167,2.6167,0.0017,0.0025,0.005,0.0016,0.0011,0.0008017445395497175,0.0002,0.0026,0.0121,0.003809025809730906,0.0121
194.7933,9.8098,184.9834,50.7493,49.2507,4.614,4.865,0.9313,0.9484,353.8627,119.8664,151.7891,625.5182,0.0002,0.0003,0.0,0.00023977439393730492,-0.0002,0.979244600707732,0.9906,0.0046,0.0062,0.3461,0.3461,10.28,10.28,0.0006,0.0024,0.004,0.0011,0.002,0.1324,0.1324,3.405,3.405,0.0009,0.0002,0.0082,0.0009,0.0012,0.0005221374395097435,0.0004,0.0026,0.018299424652052768,0.0036647648594471532,0.0184
204.252,10.1329,194.1191,50.2716,49.7284,4.643,4.857,0.9236,0.9558,359.9936,121.5182,142.6245,624.1364,0.0025,-0.0001,0.0001,-0.0001,-0.0025,0.9793038482308718,0.9906,0.0039,0.0192,0.3105,0.3105,5.92,5.92,0.002367388015383394,0.0051,0.0049,0.0008,0.0065,0.122,0.122,1.5466,1.5466,0.0008,0.0009590194695003583,0.0031,0.0016,0.0017,0.0005729922208807933,0.0003,0.0026,0.013894747734851935,0.0036,0.014
199.1909,9.4576,189.7334,50.7493,49.2507,4.609,4.842,0.9288,0.9518,353.5445,118.25,149.7191,621.5136,0.0004,0.0,0.0,0.0001,-0.0004,0.9772898664583184,0.9908,0.004,0.0118,0.3461,0.3461,4.81,4.81,0.0006,0.0063,0.005,0.0007,0.0042,0.1324,0.1324,1.5044,1.5044,0.0009,0.0002,0.0024,0.002,0.0019,0.0005818837028809002,0.0002,0.0026,0.01603798735579262,0.003,0.0161
204.6342,9.6424,194.9919,50.6547,49.3453,4.573,4.802,0.9303,0.9522,354.6264,125.4155,153.9236,633.9655,0.0001,7.51952230716767e-05,0.0001,0.0001259985209084863,-0.0001,0.98292912930826,0.9894,0.0067,0.023,0.2877,0.2877,2.73,2.73,0.0006,0.0046,0.0052,0.0011,0.0076,0.1297,0.1296,0.8043,0.8043,0.001,0.0002,0.0047,0.0013,0.0019,0.00039254647264804453,0.0004,0.0023,0.0057,0.0041,0.0057
196.7879,9.9601,186.8278,50.1663,49.8337,4.564,4.794,0.9304,0.952,357.3836,124.8336,150.0618,632.2791,-0.0009,0.0002,0.0,0.0003,0.0009,0.9822,0.9893,0.0039,0.0156,0.3592,0.3592,3.9,3.9,0.0013,0.0071,0.0033,0.0011,0.005,0.1427,0.1427,1.3561,1.3561,0.0014,0.0004,0.0024,0.0024,0.0011,0.0005,0.0005,0.0029,0.0196,0.0044,0.0196
198.4632,9.276,189.1871,50.3358,49.6642,4.609,4.843,0.937,0.9517,348.1827,103.4527,150.2018,601.8373,-0.0007,0.0001,0.0001,0.0,0.0007,0.9756603512879266,0.991,0.0037,0.0282,0.3108,0.3108,5.03,5.03,0.003642056973913039,0.0034,0.0038,0.0007,0.0092,0.1193,0.1193,1.603,1.603,0.0009,0.001301415894191031,0.0064,0.001,0.0015,0.0012899308964714334,0.0002,0.0026,0.0157,0.0032,0.0157
198.8831,9.7466,189.1365,50.3834,49.6166,4.603,4.841,0.9324,0.9509,346.6982,130.4009,143.5618,620.6609,-0.0019,-0.0001,0.0,-0.0001,0.0019,0.9837,0.9891,0.004191011026999949,0.0171,0.3364,0.3363,12.76,12.76,0.0012,0.005,0.0051,0.0011,0.0054,0.1407,0.1407,3.438,3.438,0.0011,0.0004,0.0056,0.0016,0.0016,0.0005,0.0003,0.0024,-0.0031,0.0026,-0.0031
197.415,10.215,187.2,50.5171,49.4829,4.579867280619952,4.8429756803646535,0.9338121727076683,0.9457,351.4236,120.1536,146.2255,617.8027,0.0002,0.0,-0.0001,0.0,-0.0002,0.9831,0.9896,0.0046,0.0155,0.1557,0.1557,3.84,3.84,0.0012,0.0056,0.0031,0.0011,0.0054,0.0683,0.0683,1.1914,1.1914,0.0008,0.0004,0.008213312947350965,0.0018,0.0013,0.0004,0.0003,0.0028,0.04572574636740273,0.0046,0.0458
198.6402,8.7452,189.895,50.1027,49.8973,4.556,4.847,0.9316,0.9399,352.2945,116.1609,147.0027,615.4582,-0.0051,0.0,0.0001,0.0003,0.0051,0.9801,0.9909,0.0043,0.0122,0.4035,0.4035,9.23,9.23,0.001,0.0068,0.0027,0.0006,0.0041,0.1652,0.1652,2.9263,2.9263,0.0014,0.0003,0.0051,0.0021,0.0011,0.0008,0.0002,0.002585334773263148,0.015489444240616948,0.0038,0.0156
199.0471,10.5148,188.5322,50.4562,49.5438,4.588,4.827,0.9334,0.9504,351.3845,115.6918,142.9564,610.0327,-0.0004,-0.0001,0.00012096523321878543,0.0002,0.0004,0.9788571980478158,0.9913,0.0032,0.0237,0.2973,0.2973,10.55,10.55,0.0021,0.0051,0.0057,0.001,0.0081,0.1213,0.1213,3.6828,3.6828,0.0015,0.0006,0.006851595139260688,0.0017,0.002,0.0006579870295069577,0.0003,0.0026,0.007601865951422385,0.0048,0.0075
