feature093,feature095,feature096,feature101,feature102,feature104,feature105,feature106,feature110,feature113,feature117,feature120,feature132,feature144,feature148,feature154,feature173,feature175,feature220,feature223,feature228,feature240,feature245,feature248,feature255,feature283,feature289,feature308,feature310,feature358,feature361,feature366,feature367,feature368,feature369,feature377,feature378,feature383,feature386,feature390,feature543,feature545,feature581,feature583,feature585,feature589
-0.002,-0.0002,0.0001,-0.0003,-0.0001,-0.0117,-0.0012,0.002,0.9799,0.46166,0.9895,0.9719,0.9986,0.0031,0.016,0.0128,0.3265,0.3265,0.0034,0.0048,0.0173,0.005,0.0033,0.0313,0.0139,0.0053,0.0041,0.1298,0.1298,0.001,0.0015,0.0057,0.0051,0.0041,0.003,0.0016,0.0015,0.0009,0.008680000000000002,0.0003,0.1131,0.0026,0.0051,0.5037,0.0033,0.0051
-0.00021999999999999998,-0.0001,0.0,-0.0007,0.0001,-0.0142,-0.0004,0.00022,0.9806800000000001,0.4644,0.9909399999999999,0.9744,0.9982,0.0044,0.0074,0.0047,0.2366,0.2366,0.0033,0.0014,0.0138,0.0029,0.00186,0.0424,0.0062,0.0026,0.0016,0.1036,0.1036,0.001,0.0005,0.0045,0.0035,0.0037,0.0018,0.0014,0.001,0.0006000000000000001,0.0097,0.00024000000000000003,0.1096,0.0026,0.0023,0.5026,0.003,0.0023
0.0003,0.0,0.0,-0.0003,0.0001,-0.0144,0.0005,-0.0003,0.9755,0.4649,0.9907600000000001,0.9648,0.9942,0.0033,0.0066,0.0051,0.4942,0.4942,0.003,0.001,0.0161,0.0077,0.0031,0.0158,0.0176,0.0021,0.0016,0.1841,0.1841,0.0009,0.0004,0.0039,0.0032,0.0021,0.0015,0.0013,0.0023,0.001,0.0054,0.00030000000000000003,0.1161,0.0021,0.0086,0.5016,0.004,0.0086
0.00156,0.0003,0.0001,0.0003,0.0003,-0.007,0.0005,-0.0016,0.9791399999999999,0.4648,0.9906,0.9784,0.9976,0.005,0.0309,0.0183,0.3244,0.3244,0.0036,0.0051,0.0317,0.0036,0.00208,0.0354,0.0064,0.0103,0.006,0.1316,0.1316,0.0012,0.0015,0.0085,0.0064,0.0032400000000000007,0.0052,0.002,0.0011,0.00064,0.0059,0.0004,0.1096,0.0026,0.0047,0.4943,0.0046,0.0047
-0.0018,-0.0001,0.0,0.0001,-0.0002,-0.0102,-0.0003,0.0017,0.97918,0.461,0.9907,0.9618,0.9953,0.0044,0.0183,0.0094,0.3672,0.3672,0.0018,0.0024,0.0196,0.0043,0.0013800000000000002,0.0539,0.0221,0.0061,0.0031,0.1457,0.1457,0.0006,0.0006,0.0051,0.0036,0.0051,0.003,0.0024,0.0013,0.00044,0.0158,0.0004,0.1162,0.0021,0.0044599999999999996,0.5047,0.0032999999999999995,0.0038
0.00172,0.0001,0.0,0.0002,0.0001,-0.0072,-0.0005,-0.00172,0.97994,0.4626,0.9912,0.9793,0.9977,0.00518,0.0249,0.0153,0.4484,0.4484,0.0032,0.0011,0.0107,0.0043,0.00148,0.0203,0.0055,0.0081,0.005,0.1794,0.1794,0.0011,0.0004,0.0031,0.0046,0.0034,0.0027,0.0014,0.0016,0.00043999999999999996,0.0054,0.0002,0.1096,0.0026,0.0032600000000000003,0.5007,0.0037,0.0104
-0.0035,4.000000000000001e-05,-0.0001,-0.0001,0.0001,-0.0133,-0.0001,0.0036,0.97902,0.4631,0.9908,0.9799,0.9977,0.0037,0.0082,0.0045,0.3938,0.3938,0.0022,0.0041,0.022,0.00426,0.00268,0.0498,0.0017,0.0028,0.0015,0.1582,0.1582,0.0006,0.0016,0.0067,0.005,0.0061,0.0041,0.0018,0.0015,0.0007199999999999999,0.0103,0.0004,0.1164,0.00252,0.0028,0.4973,0.0025,0.0028
0.0011,-0.0001,0.0,-0.0004,0.0001,-0.0111,-0.0006,-0.0011,0.9801399999999999,0.4609,0.9906,0.9756,0.9971,0.0039,0.013,0.0102,0.3367,0.3367,0.0022,0.0028,0.0161,0.0046,0.00138,0.0225,0.0061,0.0043,0.0035,0.1458,0.1458,0.0007,0.0009,0.0041,0.0036,0.0034,0.0023,0.0013,0.0015,0.00042000000000000007,0.0063,0.0003,0.1096,0.0026,0.006379999999999999,0.4971,0.0038,0.0052
-0.0008,0.0,0.0002,-0.0002,0.0001,-0.0056,0.0004,0.0007,0.9803799999999999,0.4737,0.9907600000000001,0.9798,0.9946,0.0042,0.0257,0.021,0.26,0.26,0.0012,0.0046,0.0217,0.0043,0.00184,0.04596,0.0035,0.0083,0.0068,0.1158,0.1158,0.0004,0.0019,0.0056,0.0029,0.0026,0.0031,0.0017,0.0013,0.0006000000000000001,0.01246,0.0002,0.1096,0.0026,0.005,0.5059,0.0025,0.005
-0.0001,0.0,0.0,-0.0004,0.0001,-0.0124,-0.0003,0.0002,0.9797,0.46421999999999997,0.9908,0.9785,0.9957,0.0044,0.0107,0.0057,0.2842,0.2843,0.0032,0.0008,0.0211,0.0077,0.0022,0.0222,0.0038,0.0036,0.0019,0.1036,0.1036,0.0009,0.0003,0.0062,0.0044,0.0028,0.003,0.0028,0.0024,0.0006,0.0057399999999999994,0.0003,0.1098,0.0025,0.00496,0.5056,0.0051,0.003
0.0014,0.0,0.0,0.0,0.0,-0.012,0.0001,0.0,0.9815,0.4648,0.9907,0.9681,0.9956,0.0035,0.0177,0.0184,0.2655,0.2654,0.0054,0.003,0.0185,0.0054,0.0009,0.0508,0.016,0.0057,0.006,0.1096,0.1096,0.0015,0.0009,0.004,0.0036,0.0028799999999999997,0.0033,0.0013,0.0018,0.0003,0.0141,0.0005,0.113,0.0023,0.0068,0.5039,0.003,0.0068
-0.0006,0.0,0.0001,-0.0002,0.0001,-0.0108,-0.0004,0.0007,0.9827,0.46396000000000004,0.9895,0.9677,0.9991,0.0067,0.017,0.0105,0.3017,0.3017,0.0017,0.0015,0.0178,0.0029,0.0015,0.02158,0.0238,0.0057,0.0036,0.1205,0.1205,0.0006,0.0005,0.0048,0.0052,0.0029,0.0031,0.0015,0.0011,0.0004,0.00782,0.0005,0.1136,0.0021,0.00402,0.4985,0.0033,0.0047
-0.0012,-0.0001,0.0,0.0,-0.0001,-0.0127,0.0003,0.0013,0.9796800000000001,0.4629,0.9908,0.9654,1.001,0.0045,0.0127,0.0095,0.3178,0.3178,0.0032,0.002,0.0129,0.0076,0.0019199999999999998,0.0205,0.0238,0.0041,0.003,0.1231,0.1231,0.0011,0.0007,0.0039,0.0043,0.0025,0.002,0.0014,0.00146,0.0006799999999999999,0.0057,0.0003,0.1096,0.0026,0.003,0.4974,0.0026,0.0032
0.0021,-0.0003,0.0001,-0.0002,-0.0002,-0.0136,-0.0004,-0.0021,0.9804,0.4641,0.9893,0.9657,0.9988,0.0047,0.0073,0.0046,0.3179,0.3179,0.002,0.0011,0.0225,0.0035,0.0009,0.0302,0.0101,0.0026,0.0017,0.1548,0.1548,0.0007,0.0003,0.0053,0.0053,0.0051,0.0049,0.0015,0.0013,0.0003,0.009,0.0005,0.1148,0.0023,0.00324,0.504,0.0036,0.0059
-0.0003,0.0,0.0,0.0,0.0,-0.0123,0.0004,0.0003,0.9831,0.46125999999999995,0.9893,0.964,1.001,0.0043,0.0122,0.0086,0.3042,0.3042,0.0055,0.0005,0.0106,0.0043,0.0009,0.02402,0.0161,0.0039,0.0027,0.1258,0.1258,0.0009600000000000001,0.0002,0.003,0.0048,0.0026,0.0021,0.0017,0.0015,0.0002,0.0087,0.0004,0.1129,0.0023,0.0087,0.4992,0.0037,0.0087
0.0029,0.0,0.0002,0.0,0.0,-0.005,0.0001,-0.0029,0.97988,0.4633,0.9908,0.9637,0.9947,0.0036,0.0177,0.0143,0.2449,0.2449,0.0021,0.0034,0.0133,0.004,0.0018799999999999997,0.020840000000000004,0.0207,0.0059,0.0047,0.1163,0.1163,0.0006,0.0011,0.0043,0.003,0.0025,0.0037,0.0017,0.0015,0.00066,0.0070599999999999994,0.0003,0.1096,0.0026,0.004239999999999999,0.4998,0.0049,0.0062
-0.0043,0.0,0.0,-0.0002,0.0001,-0.0103,-0.001,0.0044,0.9798600000000001,0.4553,0.9905,0.9781,0.9971,0.0048,0.0224,0.0169,0.4311,0.4311,0.0033,0.0033,0.0221,0.0044,0.0022400000000000002,0.021580000000000002,0.0035,0.0076,0.0056,0.1628,0.1628,0.0009,0.0009,0.0059,0.0065,0.0026,0.0029,0.001,0.0016,0.00066,0.0064399999999999995,0.0003,0.1096,0.0026,0.00496,0.4953,0.0038,0.0038
-0.0005,0.0,0.0,-0.0001,0.0001,-0.0138,0.0002,0.0005,0.9741,0.46328,0.9891,0.9802,0.9956,0.0028,0.0243,0.0152,0.2589,0.2589,0.004,0.0033,0.0107,0.0029,0.0031,0.011780000000000002,0.0038,0.0082,0.005,0.1162,0.1162,0.0012,0.0011,0.0032,0.0037,0.0029,0.0023,0.0012,0.001,0.0009,0.00674,0.0004,0.1146,0.0026,0.004340000000000001,0.5063,0.0031,0.0033
-0.0009,0.0,0.0001,0.0001,0.0,-0.0109,-0.0009,0.0009,0.98042,0.4624599999999999,0.9917,0.9677,0.9959,0.0032,0.01,0.0051,0.16,0.16,0.00364,0.002,0.0256,0.0045,0.00196,0.01888,0.0201,0.0032,0.0016,0.0645,0.0645,0.0017,0.0006,0.0062,0.0063,0.003,0.0032,0.0017,0.0016,0.0006399999999999999,0.0051400000000000005,0.0002,0.1096,0.0026,0.0032199999999999998,0.5008,0.004,0.004
-0.0024,-0.0001,0.0,-0.0002,0.0,-0.0107,-0.0004,0.0024,0.9797800000000001,0.4733,0.9907,0.9665,0.9995,0.0027,0.0237,0.0177,0.2655,0.2655,0.0046,0.00392,0.0089,0.0031,0.0021999999999999997,0.0803,0.0157,0.0081,0.0059,0.1133,0.1133,0.0015,0.00136,0.0031,0.0029,0.0019,0.0017,0.002,0.0011,0.0006999999999999999,0.0111,0.0005,0.1096,0.0026,0.0059,0.5018,0.0039,0.0036
0.0003,0.0,6.000000000000001e-05,0.0003,0.0,-0.0043,-0.0012,-0.0002,0.9798,0.4704,0.9901,0.9797,0.9982,0.0033,0.0223,0.0152,0.3503,0.3503,0.0035,0.0079,0.02078,0.0041,0.00202,0.03846,0.0052,0.0075,0.005,0.1391,0.1391,0.0011,0.0023,0.00544,0.00368,0.0055,0.0032600000000000003,0.0012,0.0017,0.0006399999999999999,0.008860000000000002,0.0002,0.1096,0.0026,0.0043,0.5057,0.0038,0.0043
0.0001,0.0002,0.0001,-0.0005,-4e-05,-0.0136,0.001,-0.0001,0.9795400000000001,0.4553,0.9914,0.9773,0.9998,0.0031,0.0093,0.009,0.2969,0.2968,0.0043,0.00272,0.0147,0.0029,0.00284,0.0242,0.0051,0.0031,0.0031,0.1178,0.1178,0.0012,0.0039,0.0043,0.0048,0.0046,0.0024,0.0016,0.0011,0.0006999999999999999,0.006,0.0005,0.1096,0.0026,0.004,0.4995,0.0051,0.004
0.0046,4e-05,8e-05,-0.0008,4e-05,-0.0072,0.0009,-0.0047,0.9804200000000002,0.4533,0.9914,0.9795,0.9971,0.0043,0.0068,0.0059,0.3487,0.3488,0.0041,0.0016,0.01814,0.0052,0.0023,0.0302,0.0029,0.0022,0.0019,0.126,0.126,0.0011,0.0006,0.005259999999999999,0.0059,0.0037199999999999998,0.0035800000000000007,0.0019,0.0016,0.0007,0.0089,0.0003,0.1096,0.0026,0.00462,0.4968,0.004,0.004
0.0024,-0.0001,-0.0001,-0.0005,0.0,-0.0121,-0.0008,-0.0024,0.97956,0.4565,0.9908,0.967,0.9945,0.0033,0.0138,0.0092,0.396,0.396,0.0034,0.0116,0.019,0.0059,0.00162,0.0199,0.021,0.0046,0.003,0.1565,0.1565,0.001,0.00104,0.0047,0.0049,0.0035,0.0034,0.0023,0.0018,0.0004999999999999999,0.0062,0.0004,0.1096,0.0026,0.006860000000000001,0.4976,0.0035,0.0079
0.0001,0.0001,0.0,0.0,0.0002,-0.0107,-0.0002,-0.0001,0.9804999999999999,0.4625,0.9906,0.963,0.9974,0.0035,0.0093,0.0085,0.3927,0.3926,0.0036,0.0018,0.0132,0.0054,0.0016,0.0216,0.0238,0.003,0.0028,0.1564,0.1564,0.001,0.0005,0.0038,0.0033,0.0027,0.0017,0.0014,0.002,0.00054,0.0055,0.0005,0.1077,0.0026,0.00332,0.5016,0.0028,0.0102
0.002,-0.0003,0.0001,0.00017999999999999998,-6.000000000000001e-05,-0.00922,0.0014,-0.0019,0.9803,0.46152,0.9887,0.9605,0.9963,0.0042,0.0247,0.0152,0.3596,0.3596,0.0044,0.0029,0.014779999999999998,0.0048,0.0019,0.01834,0.021,0.0081,0.005,0.137,0.137,0.0016,0.0011,0.00408,0.0054,0.0041,0.0036,0.0014,0.0016,0.0006,0.007200000000000001,0.0005,0.1139,0.0025599999999999998,0.0097,0.5016,0.0035,0.0097
-0.0045,0.0,0.0,0.0,0.0,-0.0054,-0.0002,0.0,0.97926,0.4557,0.9903,0.979,0.9963,0.0036999999999999997,0.0189,0.0169,0.3503,0.3503,0.0026,0.0005,0.0164,0.0034,0.0021200000000000004,0.0947,0.0035,0.0063,0.0055,0.1391,0.1391,0.0009,0.0002,0.0055,0.0048,0.00346,0.0034799999999999996,0.002,0.0012,0.00066,0.0151,0.0002,0.1096,0.0026,0.0041,0.4953,0.0035,0.0041
0.0033,-0.0003,-0.0001,-0.0001,-0.0003,-0.0103,-0.0012,-0.0033,0.97926,0.4653,0.9909,0.9763,0.9958,0.0063,0.0156,0.0132,0.279,0.279,0.0034,0.00388,0.0114,0.0039,0.0017399999999999998,0.0263,0.0074,0.0054,0.0045,0.119,0.119,0.001,0.0039,0.0033,0.0053,0.0054,0.0039,0.0017,0.0013,0.00058,0.0062,0.0003,0.1096,0.0026,0.00462,0.4997,0.0037,0.0099
-0.0002,-0.0001,0.0002,-0.0004,0.0001,-0.007,-0.0015,0.0002,0.98156,0.4707,0.9905,0.9776,0.9942,0.005,0.0103,0.0074,0.2449,0.2449,0.0027,0.002,0.0144,0.0057,0.00142,0.028800000000000003,0.0054,0.0033,0.0024,0.1163,0.1163,0.0009,0.0005,0.0049,0.0023,0.0026,0.0029,0.0017,0.0017,0.00046,0.00766,0.0004,0.1096,0.0026,0.00418,0.5026,0.0026,0.0064
0.0022,-0.0001,0.0,-0.0003,-0.0001,-0.0138,0.0003,-0.0023,0.976,0.4644,0.9905,0.9627,0.9963,0.0048,0.0068,0.0054,0.3916,0.3916,0.0031,0.0007,0.0113,0.0045,0.0029,0.0408,0.0216,0.0021,0.0017,0.1446,0.1447,0.0009,0.0003,0.0036,0.0046,0.0024,0.0025,0.002,0.0015,0.001,0.0113,0.0002,0.1145,0.00262,0.0044199999999999995,0.5003,0.0028,0.0017
0.00019999999999999996,-0.0001,0.0,0.0003,-0.0002,-0.0085,-0.0001,-0.00024000000000000003,0.9803200000000001,0.462,0.9907600000000001,0.9632,1.0,0.006,0.0203,0.011,0.3275,0.3275,0.0031,0.0028799999999999997,0.0132,0.0059,0.0019999999999999996,0.02516,0.0223,0.0066,0.0037,0.1355,0.1355,0.0009,0.00088,0.0036,0.0035,0.0025,0.0018,0.0019,0.0018,0.00066,0.0091,0.00030000000000000003,0.1162,0.0021,0.0047599999999999995,0.5022,0.0026,0.0039
-0.001,0.0,-0.0001,0.0,0.0,-0.0105,-0.0002,0.001,0.9816,0.4667,0.9916,0.9766,0.9946,0.0029,0.02072,0.013239999999999998,0.4946,0.4946,0.0054,0.008,0.0169,0.0034,0.00172,0.0528,0.0061,0.00704,0.00438,0.1953,0.1953,0.0017,0.0025,0.005,0.0078,0.002,0.0026,0.0016,0.0011,0.0005,0.0076,0.0002,0.1096,0.0026,0.0041,0.5084,0.00364,0.0041
0.0002,0.0003,0.0,-0.0004,-4e-05,-0.0132,0.0016,-0.0002,0.9785999999999999,0.4547,0.9906,0.9772,0.9971,0.0046,0.0062,0.0056,0.3461,0.3461,0.0031,0.0006,0.0325,0.004,0.0020599999999999998,0.0411,0.0041,0.002,0.0018,0.1324,0.1324,0.0009,0.0002,0.0082,0.0074,0.0053,0.0032,0.0009,0.0012,0.0006399999999999999,0.0099,0.0004,0.1096,0.0026,0.004880000000000001,0.4999,0.00358,0.0037
0.0025,-0.0001,0.0001,0.0002,-0.0001,-0.0083,-0.0011,-0.0025,0.9802,0.4638,0.9906,0.9687,0.9998,0.0039,0.0192,0.0167,0.3105,0.3105,0.0025,0.00276,0.0105,0.0049,0.0018000000000000002,0.0223,0.0206,0.0065,0.0056,0.122,0.122,0.0008,0.00088,0.0031,0.0051,0.0025,0.0021,0.0016,0.0017,0.0005399999999999999,0.0064,0.0003,0.1096,0.0026,0.00534,0.5052,0.0036,0.0038
0.0004,0.0,0.0,-0.0001,0.0001,-0.0108,-0.0004,-0.0004,0.9804999999999999,0.46414,0.9908,0.9687,0.9999,0.004,0.0118,0.0083,0.3461,0.3461,0.0031,0.0006,0.009,0.005,0.00156,0.02988,0.019,0.0042,0.0026,0.1324,0.1324,0.0009,0.0002,0.0024,0.0036,0.002,0.0015,0.002,0.0019,0.00046,0.00712,0.0002,0.1096,0.0026,0.00364,0.5043,0.003,0.0105
0.0001,6.000000000000001e-05,0.0001,0.0,2e-05,-0.0126,-0.0009,-0.0001,0.9812800000000002,0.4634,0.9894,0.9637,0.9973,0.0067,0.023,0.0183,0.2877,0.2877,0.0036,0.0006,0.015,0.0052,0.00132,0.0126,0.0217,0.0076,0.0061,0.1297,0.1296,0.001,0.0002,0.0047,0.0067,0.0033600000000000006,0.0039,0.0013,0.0019,0.00046,0.0039,0.0004,0.112,0.0023,0.0037,0.503,0.0041,0.0037
-0.0009,0.0002,0.0,-0.0001,0.0003,-0.0147,-0.0007,0.0009,0.9822,0.46418,0.9893,0.9793,0.9957,0.0039,0.0156,0.0095,0.3592,0.3592,0.0054,0.0013,0.0083,0.0033,0.0015,0.01716,0.0044,0.005,0.0032,0.1427,0.1427,0.0014,0.0004,0.0024,0.0045,0.0043,0.002,0.0024,0.0011,0.0005,0.006660000000000001,0.0005,0.1111,0.0029,0.0047,0.5027,0.0044,0.0047
-0.0007,0.0001,0.0001,0.0005,0.0,-0.0075,0.0009,0.0007,0.98146,0.4638,0.991,0.9699,0.9995,0.0037,0.0282,0.014,0.3108,0.3108,0.0022,0.0026000000000000003,0.027,0.0038,0.0015800000000000002,0.0202,0.0139,0.0092,0.0046,0.1193,0.1193,0.0009,0.00078,0.0064,0.0035,0.0056,0.0033,0.001,0.0015,0.0005,0.0047,0.0002,0.1096,0.0026,0.0066,0.5036,0.0032,0.0066
-0.0019,-0.0001,0.0,0.0,-0.0001,-0.0125,0.0005,0.0019,0.9837,0.46332000000000007,0.9891,0.9657,1.002,0.0051400000000000005,0.0171,0.012,0.3364,0.3363,0.0042,0.0012,0.0229,0.0051,0.0017,0.033479999999999996,0.0229,0.0054,0.0039,0.1407,0.1407,0.0011,0.0004,0.0056,0.0062,0.004,0.0022,0.0016,0.0016,0.0005,0.0098,0.0003,0.1112,0.0024,0.0061,0.5045,0.0026,0.0061
0.0002,0.0,-0.0001,-0.0004,0.0,-0.0126,0.0,-0.0002,0.9831,0.46436,0.9896,0.9711,1.0,0.0046,0.0155,0.0128,0.1557,0.1557,0.0026,0.0012,0.0308,0.0031,0.0013,0.02452,0.0146,0.0054,0.0041,0.0683,0.0683,0.0008,0.0004,0.0040999999999999995,0.004540000000000001,0.0029,0.0032,0.0018,0.0013,0.0004,0.006560000000000001,0.0003,0.1149,0.0028,0.0037600000000000003,0.4958,0.0046,0.01
-0.0051,0.0,0.0001,-0.0008,0.0003,-0.01,-0.0004,0.0051,0.9801,0.46290000000000003,0.9909,0.966,0.9981,0.0043,0.0122,0.0109,0.4035,0.4035,0.0047,0.001,0.016,0.0027,0.0022,0.02436,0.0171,0.0041,0.0036,0.1652,0.1652,0.0014,0.0003,0.0051,0.0038,0.003,0.0028,0.0021,0.0011,0.0008,0.0092,0.0002,0.115,0.00248,0.00498,0.504,0.0038,0.0032
-0.0004,-0.0001,8e-05,-0.0006,0.0002,-0.0122,0.0006,0.0004,0.97882,0.46274,0.9913,0.9627,0.9988,0.0032,0.0237,0.0138,0.2973,0.2973,0.0053,0.0021,0.01598,0.0057,0.0021999999999999997,0.01988,0.0338,0.0081,0.0046,0.1213,0.1213,0.0015,0.0006,0.0043,0.00326,0.0066,0.00236,0.0017,0.002,0.0006999999999999999,0.00504,0.0003,0.1096,0.0026,0.005800000000000001,0.4966,0.0048,0.0041
