feature093,feature095,feature096,feature101,feature102,feature104,feature105,feature106,feature110,feature113,feature117,feature120,feature132,feature144,feature148,feature154,feature173,feature175,feature220,feature223,feature228,feature240,feature245,feature248,feature255,feature283,feature289,feature308,feature310,feature358,feature361,feature366,feature367,feature368,feature369,feature377,feature378,feature383,feature386,feature390,feature543,feature545,feature581,feature583,feature585,feature589
0.0006,4e-05,0.0,1.999999999999999e-05,4e-05,-0.007,0.0006,-4.336808689942018e-20,0.9788399999999999,0.4618,0.9908,0.9805,0.996,0.0046,0.0254,0.0129,0.328,0.328,0.0042,0.0034,0.0165,0.003,0.0015,0.0178,0.0035,0.0083,0.0041,0.1295,0.1295,0.0012,0.0012,0.0044,0.0044,0.00354,0.0028,0.001,0.0009,0.00047999999999999996,0.0049,0.0003,0.1157,0.0024,0.004620000000000001,0.4939,0.0038,0.0043
0.0046,4e-05,8e-05,-0.0008,4e-05,-0.0072,0.0009,-0.0047,0.9800799999999998,0.4533,0.9914,0.9795,0.9971,0.0043,0.0068,0.0059,0.3487,0.3488,0.0041,0.0016,0.01814,0.0052,0.0028000000000000004,0.0302,0.0029,0.0022,0.0019,0.126,0.126,0.0011,0.0006,0.005259999999999999,0.0059,0.0037199999999999998,0.0035800000000000007,0.0019,0.0016,0.00088,0.0089,0.0003,0.1096,0.0026,0.00462,0.4968,0.004,0.004
0.0006,-0.0001,0.0,-0.0002,0.0,-0.0103,0.0,-0.0006,0.98088,0.4694,0.9903,0.9639,0.9967,0.0036,0.0093,0.0064,0.214,0.214,0.0019,0.003,0.0157,0.0057,0.0013,0.0251,0.0255,0.0033,0.0022,0.0908,0.0908,0.0007,0.0011,0.0039,0.0036,0.0028,0.0016,0.0016,0.002,0.00037999999999999997,0.0068,0.0003,0.1096,0.0026,0.00392,0.5022,0.0028,0.0037
-0.002,-0.0001,0.0,-0.0004,0.0,-0.0093,0.0008,0.002,0.9793,0.4689,0.991,0.9679,0.9948,0.0032,0.0277,0.0209,0.3782,0.3782,0.004,0.0011,0.016,0.0069,0.00162,0.0448,0.0272,0.0094,0.0071,0.1447,0.1447,0.0012,0.0003,0.0042,0.0038,0.003,0.0024,0.0012,0.0023,0.00052,0.0078,0.0004,0.1096,0.0026,0.0049,0.5001,0.0037,0.0049
0.006,0.0,0.0002,0.0001,0.0001,-0.0084,-0.0003,-0.006,0.9789,0.4635,0.9888,0.966,0.9971,0.0047,0.01574,0.00992,0.3672,0.3672,0.0022,0.0013,0.0157,0.0058,0.0036,0.0363,0.0159,0.00528,0.0032800000000000004,0.1457,0.1457,0.0008,0.0004,0.0044,0.0039,0.0031,0.0038,0.0025,0.0017,0.0012,0.0129,0.0007,0.1164,0.0026,0.0041,0.497,0.0023,0.0053
-0.0045,0.0001,0.0001,0.0002,0.0001,-0.0085,0.0,0.0045,0.9811,0.4607,0.9887,0.9615,0.9956,0.0048000000000000004,0.0211,0.0147,0.2712,0.2712,0.0015,0.0013,0.0119,0.0046,0.0016,0.0206,0.0199,0.0071,0.0047,0.1202,0.1202,0.0005,0.0005,0.0034,0.0032,0.003,0.0034,0.0009,0.0014,0.0004,0.0051,0.0004,0.1145,0.0024,0.00512,0.5019,0.0039,0.0026
-0.0045,-0.0001,0.0001,-0.0001,-0.0001,-0.0121,0.0008,0.0045,0.9807,0.4573,0.9914,0.9805,0.9977,0.0053,0.0053,0.0046,0.3334,0.3334,0.0031,0.0016,0.0112,0.0044,0.0031,0.0207,0.0021,0.0017,0.0014,0.134,0.134,0.001,0.0005,0.0034,0.0029,0.0027,0.0033,0.0024,0.0015,0.001,0.0055,0.0004,0.1164,0.00264,0.006,0.4978,0.0037,0.006
0.0016,0.0,0.0,0.0,0.0,-0.0101,-0.0005,0.0,0.9784,0.46336000000000005,0.991,0.9625,0.9968,0.0034,0.0178,0.0108,0.4274,0.4273,0.0025,0.0055,0.0125,0.005,0.0022400000000000002,0.023159999999999997,0.0237,0.0059,0.0035,0.1616,0.1615,0.0009,0.0016,0.0042,0.003,0.00326,0.00298,0.0018,0.002,0.0007399999999999999,0.0086,0.0002,0.1096,0.0023,0.0055,0.4961,0.0039,0.0055
0.0028,0.0003,0.0,-0.0004,0.0004,-0.0141,-0.0004,-0.0028,0.9825,0.46078,0.9909600000000001,0.9664,0.996,0.005,0.0189,0.0149,0.368,0.368,0.0011,0.0026,0.021,0.0038,0.0029,0.023280000000000002,0.0155,0.0061,0.005,0.1332,0.1332,0.0004,0.0008,0.0059,0.0065,0.0053,0.0034,0.0024,0.0014,0.0008,0.008520000000000002,0.00021999999999999998,0.112,0.0023,0.0054800000000000005,0.5005,0.0049,0.0038399999999999997
-0.0006,0.0001,0.0001,0.0001,0.0001,-0.0115,-0.0007,0.0006,0.98012,0.46542000000000006,0.989,0.9782,0.9974,0.0043,0.0069,0.0069,0.3678,0.3678,0.003,0.0007,0.0161,0.0034,0.0019,0.017480000000000002,0.0052,0.0025,0.0022,0.1474,0.1474,0.0009,0.0003,0.0049,0.0029,0.004,0.0026,0.0014,0.0013,0.0006000000000000001,0.00698,0.0005,0.1117,0.0024,0.00426,0.5003,0.0038,0.0097
0.0052,-0.0001,0.0001,-0.0002,0.0,-0.0127,2.000000000000001e-05,-0.0051,0.9808,0.466,0.9909,0.9673,0.9999,0.0021,0.0151,0.0142,0.3232,0.3232,0.0022,0.0056,0.0213,0.0031,0.00212,0.0183,0.0226,0.0051,0.0049,0.1222,0.1222,0.0007,0.0018,0.0064,0.0058,0.004,0.0043,0.0009,0.0013,0.00054,0.0055,0.0003,0.1096,0.0026,0.00392,0.5041,0.0037,0.0037
0.0002,0.0001,0.0,0.0001,0.0001,-0.0126,0.0004,-0.0002,0.9837,0.46858000000000005,0.9884,0.9797,0.9961,0.0034200000000000003,0.0148,0.0117,0.3016,0.3016,0.0031600000000000005,0.0012,0.019,0.0027,0.0032,0.02232,0.0028,0.005,0.004,0.1178,0.1178,0.0017,0.0004,0.0047,0.0057,0.0045,0.004,0.0012,0.001,0.0009,0.00552,0.0005,0.1145,0.0028,0.00282,0.5036,0.004,0.0084
0.00364,0.0002,0.0001,0.0001,0.0003,-0.0102,-0.0004,-0.0036800000000000005,0.9776999999999999,0.4563,0.991,0.9648,0.9986,0.0042,0.0082,0.0092,0.1995,0.1995,0.0032,0.0013,0.0293,0.0041,0.00218,0.019,0.0282,0.0028,0.003,0.0844,0.0844,0.0009,0.0004,0.0077,0.0075,0.0046,0.0026,0.0008,0.0013,0.00056,0.0048,0.0003,0.1161,0.0021,0.00434,0.4965,0.0029,0.0042
-0.002,-0.0002,0.0002,-0.0005,0.0,-0.0119,-0.0001,0.002,0.9801,0.46368,0.9906,0.9788,0.9965,0.0036,0.0263,0.0203,0.2865,0.2865,0.0021,0.0013,0.019,0.0047,0.0021000000000000003,0.03422000000000001,0.0032,0.0088,0.0067,0.1064,0.1064,0.0007,0.0004,0.0047,0.0032,0.0029,0.0033,0.0015,0.0015,0.00066,0.0077399999999999995,0.0003,0.111,0.0026,0.0051,0.4936,0.002,0.0051
-0.0007,0.0,0.0002,0.0001,0.0,-0.005,-0.0011,0.0008,0.9828000000000001,0.4666,0.9908,0.9698,0.9947,0.0042,0.018,0.0141,0.3247,0.3247,0.0022,0.0005,0.0325,0.0051,0.0012000000000000001,0.0987,0.0151,0.0059,0.0047,0.1335,0.1335,0.0007,0.0001,0.0078,0.0074,0.0028,0.0041,0.0016,0.0019,0.00035999999999999997,0.0184,0.0003,0.1096,0.0026,0.00462,0.4955,0.0032,0.0062
0.0011,0.0002,0.0,0.0005,0.0001,-0.0064,0.0003,-0.0011,0.9809000000000001,0.46204,0.9905,0.9667,0.997,0.0049,0.0068,0.0054,0.3051,0.3051,0.0041,0.0014,0.0167,0.007,0.00184,0.02658,0.0251,0.0022,0.0017,0.1178,0.1178,0.0011,0.0005,0.0038,0.0053,0.0043,0.0037,0.0017,0.0022,0.00054,0.006719999999999999,0.0003,0.1107,0.0024999999999999996,0.00576,0.4986,0.0038,0.003
0.0026,0.0,0.0,0.0,0.0,-0.0106,0.0006,0.0,0.9768,0.46488000000000007,0.99016,0.9776,0.9994,0.0054,0.0134,0.0083,0.3179,0.3179,0.0016,0.002,0.0154,0.0064,0.0014,0.01774,0.0056,0.0043,0.0028,0.1548,0.1548,0.0005,0.0006,0.0041,0.0032,0.0031,0.0032600000000000003,0.0022,0.0019,0.0004,0.00736,0.00030000000000000003,0.115,0.0025199999999999997,0.00544,0.4964,0.0034,0.0027
0.0029,0.0,0.0002,0.0,0.0,-0.005,0.0001,-0.0029,0.97988,0.4633,0.9908,0.9637,0.9947,0.0036,0.0177,0.0143,0.2449,0.2449,0.0021,0.0034,0.0133,0.004,0.0018,0.020840000000000004,0.0207,0.0059,0.0047,0.1163,0.1163,0.0006,0.0011,0.0043,0.003,0.0025,0.0037,0.0017,0.0015,0.00066,0.0070599999999999994,0.0003,0.1096,0.0026,0.00424,0.4998,0.0049,0.0062
0.0048,0.0001,0.0001,0.0004,0.0,-0.009,-0.0001,-0.0048,0.97994,0.4741,0.9914,0.9756,0.9969,0.0043,0.0112,0.005,0.4189,0.4189,0.0025,0.0018,0.015,0.0065,0.0019200000000000003,0.0876,0.0054,0.0037,0.0017,0.1608,0.1608,0.0008,0.0005,0.0046,0.0042,0.0022,0.0023,0.0023,0.0022,0.00058,0.0063,0.0002,0.1096,0.0026,0.0048,0.5042,0.0036,0.0048
-0.0006,-0.0001,0.0001,0.0002,-0.0001,-0.0074,0.0006,0.0006,0.97972,0.4621,0.9902,0.972,0.9979,0.0035,0.0279,0.0162,0.3138,0.3138,0.0027,0.0047599999999999995,0.01,0.004,0.0029,0.0555,0.0174,0.0095,0.0055,0.1191,0.1191,0.0008,0.0017000000000000001,0.0034,0.0029,0.0023,0.0025,0.0018,0.0014,0.00092,0.0082,0.0004,0.1096,0.0026,0.0033,0.5007,0.0037,0.0033
0.0022,-0.0002,0.0,-0.0001,-0.0002,-0.0095,0.0006,-0.0022,0.98126,0.46230000000000004,0.9904,0.9796,0.9989,0.0039,0.0134,0.0153,0.34,0.3401,0.0029000000000000002,0.0023,0.0141,0.0051,0.0012000000000000001,0.02268,0.005,0.0042,0.005,0.1293,0.1294,0.0009,0.0006,0.0042,0.0052,0.0045,0.0027,0.0021,0.0019,0.0004,0.00568,0.0003,0.1096,0.0026,0.00434,0.5015,0.0034,0.0046
0.0025,0.0,0.0,0.0001,0.0,-0.01,0.0006,-0.0025,0.9792,0.466,0.9904,0.9705,0.9942,0.0029,0.0264,0.0204,0.3156,0.3155,0.0023,0.0029,0.0133,0.005,0.00266,0.0315,0.0215,0.0086,0.0066,0.1238,0.1237,0.0007,0.0011,0.0039,0.0038,0.0021,0.0028,0.0012,0.0017,0.0008399999999999999,0.0063,0.0002,0.1096,0.0026,0.0041,0.5019,0.003,0.0015
-0.0006,-0.0001,0.0002,-0.0003,0.0,-0.0049,-0.0005,0.0006,0.9799599999999999,0.4713,0.9904,0.9766,0.9982,0.0036,0.0271,0.0133,0.3247,0.3247,0.0033,0.0005,0.0165,0.0049,0.0016599999999999996,0.03146,0.005,0.0092,0.0047,0.1335,0.1335,0.001,0.0001,0.0048,0.0031,0.0031,0.0034,0.0019,0.0015,0.0005,0.006199999999999999,0.0003,0.1096,0.0026,0.00464,0.4962,0.0035,0.0034
0.0017,-0.0001,0.0002,-0.0001,-0.0001,-0.0061,0.0004,-0.0017,0.9805800000000001,0.47,0.9901,0.9708,0.9989,0.0053,0.0162,0.0151,0.3782,0.3782,0.0016,0.0029,0.0182,0.0029,0.0018800000000000002,0.0189,0.0117,0.0056,0.0049,0.1447,0.1447,0.0006,0.0009,0.0046,0.0053,0.0033,0.0034,0.002,0.0009,0.00062,0.0171,0.0002,0.1096,0.0026,0.00298,0.5046,0.0036,0.0031
0.0021,-0.0001,0.0002,-0.0001,-0.0001,-0.0056,0.0001,-0.0022,0.9812200000000001,0.4585,0.9907,0.9656,0.9965,0.0043,0.0176,0.0127,0.404,0.404,0.0028,0.0031,0.0237,0.0034,0.0014,0.0933,0.0231,0.0057,0.0041,0.1569,0.1569,0.0008,0.001,0.0075,0.004,0.0032,0.0034,0.0013,0.001,0.00046,0.0148,0.0004,0.1096,0.0026,0.0042,0.4957,0.0045,0.0042
0.0007199999999999999,-0.0001,0.0001,0.0001,-0.0001,-0.0109,-0.0004,-0.0006799999999999998,0.98116,0.4748,0.9909,0.9683,0.9945,0.0032,0.0218,0.0151,0.3742,0.3742,0.005,0.0073,0.01696,0.0052,0.00146,0.0372,0.0153,0.0072,0.005,0.1462,0.1462,0.0014,0.0023,0.0082,0.0062,0.0047,0.0043,0.0017,0.0018,0.00046,0.012,0.0002,0.1096,0.0026,0.0041600000000000005,0.4985,0.004,0.0079
0.0011,-0.0001,0.0,-0.0002,-0.0001,-0.0089,0.0,-0.0011,0.9789999999999999,0.4621,0.9910400000000001,0.9783,0.998,0.0043,0.0124,0.0065,0.3729,0.3729,0.0027,0.0021,0.0087,0.0051,0.0016,0.0328,0.0083,0.004,0.0021,0.1556,0.1556,0.0009,0.0006,0.0023,0.0032,0.0026,0.0022,0.0016,0.0018,0.00054,0.0058,0.00026000000000000003,0.1096,0.0026,0.0036,0.5007,0.0033,0.0036
-0.0001,-0.0001,0.0001,0.0,-0.0001,-0.0129,0.0002,0.0001,0.9811,0.4618,0.9902599999999999,0.961,0.9997,0.0035,0.01,0.006,0.2702,0.2702,0.0015,0.0005,0.0106,0.0036,0.0011,0.0175,0.0165,0.0033,0.0019,0.1265,0.1265,0.0005,0.0001,0.0027,0.003,0.002,0.0021,0.0013,0.0012,0.0004,0.0053,0.00034,0.1156,0.0021,0.0037400000000000003,0.5062,0.0033,0.005
-0.0014,-0.0001,0.0,-0.0002,-0.0001,-0.0104,0.0009,0.0013,0.9809599999999999,0.467,0.9916,0.9802,0.9962,0.0037,0.0112,0.006,0.34,0.3401,0.0037,0.0042,0.0187,0.005,0.0015399999999999997,0.0185,0.0017,0.0038,0.002,0.1293,0.1294,0.0011,0.0013,0.0044,0.0035,0.0034,0.0026,0.0017,0.0017,0.00054,0.0049,0.0003,0.1096,0.0026,0.004520000000000001,0.5038,0.0035,0.003
0.0002,-0.0003,0.0,-0.0003,-0.0002,-0.013,0.0002,-0.0002,0.9831,0.46394,0.9899,0.9787,1.0,0.0035,0.0169,0.0134,0.3364,0.3363,0.0027600000000000003,0.0024,0.0173,0.00484,0.002,0.026600000000000002,0.0038,0.0056,0.0044,0.1407,0.1407,0.0008400000000000001,0.0008,0.0042,0.0046,0.0051,0.0033,0.0011,0.0017000000000000001,0.0008,0.0082,0.0002,0.1158,0.00256,0.0033799999999999998,0.4968,0.0044,0.0062
0.00086,0.0,0.0,-0.0002,0.0001,-0.0122,0.0002,-0.00088,0.9784200000000001,0.4671,0.9910399999999999,0.9694,0.9999,0.0063,0.0203,0.0101,0.2244,0.2244,0.0027,0.0024,0.0175,0.003,0.0017399999999999998,0.0237,0.0239,0.0068,0.0033,0.1032,0.1032,0.0009,0.0007,0.0048,0.0045,0.0034,0.0016,0.0015,0.0011,0.00054,0.0056,0.00022,0.1096,0.0026,0.0056,0.5008,0.0029,0.0056
0.0007,-0.0001,8e-05,-0.0001,-0.0002,-0.0089,0.0003,-0.0008,0.9791000000000001,0.4635,0.9917,0.9778,0.9983,0.0052,0.0223,0.0134,0.2704,0.2703,0.0017,0.0006,0.0329,0.0038,0.00206,0.0158,0.0048,0.0076,0.0043,0.1118,0.1117,0.0007,0.0002,0.0076,0.0037,0.00304,0.0041,0.002,0.0013,0.0006399999999999999,0.0046,0.0002,0.1096,0.0026,0.004079999999999999,0.4983,0.0032,0.0022
-0.0026,-0.0002,0.0,0.0001,-0.0003,-0.0107,-0.0007,0.0026,0.9791599999999999,0.46335999999999994,0.9905,0.9787,0.9997,0.0033,0.0062,0.0057,0.328,0.328,0.0023,0.0024,0.0146,0.0064,0.0021000000000000003,0.02722,0.003,0.002,0.0019,0.1295,0.1295,0.0007,0.0009,0.0039,0.0041,0.0039,0.0038,0.0015,0.0021,0.0006999999999999999,0.0086,0.0003,0.1172,0.0025399999999999997,0.0093,0.502,0.0031,0.0093
0.0019,0.0,0.0002,-0.0001,0.0001,-0.0061,-0.0004,-0.0019,0.9789199999999999,0.46597999999999995,0.9907,0.979,0.9995,0.0037,0.0242,0.0146,0.3169,0.3169,0.002,0.0019,0.0142,0.0058,0.0024800000000000004,0.02666,0.0052,0.0082,0.0048,0.1309,0.1309,0.0006,0.0007,0.0043,0.0028,0.0025,0.0035,0.0012,0.0022,0.00068,0.00906,0.0003,0.1096,0.0026,0.0035,0.5023,0.0041,0.0035
0.0023,0.0,0.0,-0.0003,0.0,-0.0142,0.0003,-0.0023,0.98124,0.4667,0.9918,0.965,0.9968,0.0042,0.0126,0.0061,0.4195,0.4195,0.0034,0.0023,0.0139,0.0068,0.0010999999999999998,0.0427,0.0223,0.0044,0.0021,0.1566,0.1567,0.0009,0.0006,0.0039,0.0033,0.0029,0.0024,0.0012,0.0025,0.00034,0.0103,0.0001,0.1152,0.0027,0.00412,0.5009,0.0031,0.0089
0.0,0.0001,-0.0001,-0.0003,0.0002,-0.0137,-0.0008,0.0001,0.98094,0.4566,0.9909,0.9793,0.9996,0.0067,0.0146,0.0109,0.3467,0.3467,0.0022,0.0011,0.026,0.0053,0.00206,0.0207,0.0034,0.0049,0.0035,0.1378,0.1378,0.0006,0.0003,0.0086,0.0052,0.0044,0.0045,0.0011,0.0016,0.00066,0.0054,0.0002,0.1119,0.0028,0.0038,0.5024,0.0025,0.0087
0.0024,0.0,0.0,-0.0001,0.0,-0.0096,-0.0004,-0.0024,0.9824000000000002,0.4626,0.99056,0.9772,0.9965,0.0055,0.0299,0.0174,0.2196,0.2196,0.0033,0.002,0.0072,0.004,0.0017000000000000001,0.0364,0.0044,0.0101,0.0058,0.0887,0.0887,0.0009,0.0006,0.0021,0.0027,0.0016,0.0017,0.0016,0.0015,0.0005200000000000001,0.0056,0.00032,0.1096,0.0026,0.00412,0.4976,0.0023,0.0055
0.0014,0.0001,6.000000000000001e-05,1.9999999999999988e-05,0.0003,-0.0117,0.001,-0.0015,0.9799199999999999,0.46556,0.9908,0.9791,0.9965,0.0033,0.0247,0.0179,0.3562,0.3562,0.0019,0.0018,0.01916,0.0045,0.00142,0.02302,0.0049,0.0084,0.006,0.1556,0.1556,0.0006,0.0005,0.0051600000000000005,0.0035,0.00326,0.00282,0.0015,0.0014,0.0005,0.0077800000000000005,0.0004,0.1113,0.0028,0.00482,0.4989,0.0036,0.002
-0.0026,-0.0002,0.0,-0.0002,-0.0001,-0.0081,0.0004,0.0025,0.98148,0.47,0.9908,0.9765,0.9977,0.0039,0.0266,0.0168,0.294,0.2941,0.0044,0.006,0.0294,0.0044,0.0016800000000000003,0.0438,0.0053,0.0089,0.0055,0.1211,0.1212,0.0016,0.002,0.0072,0.0043,0.0041,0.0032,0.0028,0.0015,0.0005,0.0072,0.0002,0.1096,0.0026,0.0043,0.5013,0.0036,0.0043
0.0017,-0.0002,0.0,-0.0004,-0.0001,-0.0117,0.0003,-0.0017,0.9834,0.46568000000000004,0.9889,0.9745,0.999,0.0035,0.0192,0.0132,0.3364,0.3363,0.0025,0.0088,0.0204,0.003,0.0011,0.02504,0.0081,0.0062,0.0041,0.1407,0.1407,0.0008,0.0034,0.005,0.0037399999999999994,0.0037,0.0031,0.001,0.001,0.0004,0.009040000000000001,0.0003,0.1143,0.0025,0.004059999999999999,0.4983,0.0046,0.0032
-0.001,0.0,0.0001,0.0001,0.0,-0.0118,-0.0004,0.0011,0.9765,0.4647200000000001,0.9906200000000001,0.9638,0.9965,0.0026,0.0112,0.0086,0.3427,0.3428,0.0038,0.0098,0.0137,0.0062,0.0019,0.03164,0.0172,0.0037,0.0028,0.1313,0.1314,0.0011,0.0035,0.0037,0.0029,0.0028,0.0024,0.0012,0.0022,0.0007,0.01014,0.00028,0.1111,0.0024,0.004059999999999999,0.5025,0.0041,0.0051
0.0007,0.0,0.0,-0.0003,0.0,-0.0109,-0.0009,-0.0007,0.9779,0.4625,0.9904,0.9793,0.9978,0.0063,0.009,0.0103,0.356,0.3561,0.0025,0.0008,0.0112,0.0047,0.0022600000000000003,0.0238,0.0037,0.0034,0.0034,0.173,0.173,0.0008,0.0003,0.0033,0.0039,0.0025,0.0019,0.0024,0.0017,0.00052,0.0062,0.0003,0.1096,0.0026,0.00324,0.5036,0.0034,0.0034
0.00298,0.0,-0.0001,5.4210108624275225e-21,4e-05,-0.0052,0.0002,-0.00302,0.98148,0.46715999999999996,0.9908,0.9685,0.9995,0.0036,0.0067,0.006,0.2119,0.2119,0.0054,0.0014,0.01588,0.0049,0.0016799999999999999,0.03256,0.0188,0.0024,0.0022,0.0936,0.0936,0.0017,0.0005,0.00454,0.0069,0.00306,0.0049,0.0017,0.0018,0.0005,0.007520000000000001,0.0003,0.1096,0.0026,0.0038,0.5043,0.0047,0.0046
