feature013,feature017,feature019,feature035,feature037,feature044,feature046,feature049,feature051,feature054,feature055,feature058,feature093,feature094,feature096,feature101,feature102,feature105,feature106,feature107,feature148,feature154,feature173,feature175,feature197,feature202,feature239,feature240,feature245,feature252,feature279,feature283,feature289,feature308,feature310,feature333,feature338,feature377,feature378,feature383,feature390,feature545,feature579,feature582,feature587,feature590
202.8322,9.4639,193.3683,50.2772,49.7228,350.2973,139.6773,133.9191,623.8936,4.606,4.878,0.9441,0.0007,0.0007,0.0,-0.0001,-0.0001,-0.0006,-0.0007,-0.0007,0.0095,0.0073,0.3596,0.3596,10.31,10.31,0.0049,0.0068,0.0014,0.0006,0.0013,0.0033,0.0023,0.137,0.137,2.9733,2.9733,0.0015,0.0023,0.0005,0.0002,0.0021,0.0277,16.9283,0.0277,16.9283
203.1983,9.703,193.4953,50.5767,49.4233,355.5555,132.6209,141.6409,629.8173,4.609,4.842,0.9518,0.0065,-0.0049,0.0,0.0001,0.0,-0.0005,-0.0062548758613053534,0.0048,0.008,0.0065,0.3622,0.3622,4.57,4.57,0.0046,0.0053,0.002067190976861911,0.0009,0.0012,0.0025,0.002,0.1414,0.1414,1.4294,1.4294,0.0018,0.002,0.0006475406080470522,0.0003,0.0026,0.021384196188380958,50.06500021164377,0.0211,50.065
197.2462,9.9551,187.2912,50.1756,49.8244,360.9582,130.3245,142.4945,633.7773,4.544449075571932,4.796962081665539,0.9473,0.0,0.0002,0.0,0.0002,0.0,0.0,0.0001,-0.0002,0.0135,0.0107,0.3349,0.3349,7.76,7.76,0.0038,0.0045,0.0013,0.0013,0.0004,0.0045,0.0035,0.1284,0.1284,2.4513,2.4513,0.0013,0.0016,0.0005,0.0005,0.0025,0.0236,27.5514,0.0236,27.5514
204.2186,9.7689,194.4497,50.142,49.858,352.1236,138.6845,144.5564,635.3645,4.601,4.837,0.9512,0.0006,0.0016,-6.687336479385166e-08,-0.00028670645174233133,1.5660217853712523e-05,0.0006,-0.0009532887886518904,-0.0009898321839115765,0.0254,0.0129,0.328,0.328,7.069506121957452,7.069506105878762,0.003,0.003,0.0017782018832299812,0.0007,0.0012,0.0083,0.0041,0.1295,0.1295,2.1586888915553346,2.1586888819766585,0.001,0.0009,0.000706053761639621,0.0003,0.0024,0.026425770336394955,59.2044995558426,0.0269,59.2045
200.5718,9.8077,190.7641,50.2818,49.7183,363.54,134.8391,137.71,636.0891,4.601,4.847,0.9492,0.0046,-0.0014,1.12070359765651e-05,-0.0008,9.173148235606411e-05,0.0009,-0.0047,0.0014,0.0068,0.0059,0.3487,0.3488,10.9,10.9,0.0049,0.0052,0.0019313258832605485,0.001,0.0011,0.0022,0.0019,0.126,0.126,3.5103,3.5103,0.0019,0.0016,0.000500809524211332,0.0003,0.0026,0.03329739909520557,36.29700021662467,0.0335,36.297
201.0986,9.6192,191.4793,50.3159,49.6841,352.2509,149.6,143.6209,645.4718,4.61,4.852,0.9501,0.0006,0.0,0.0,-0.0002,0.0,0.0,-0.0006,0.0,0.0093,0.0064,0.214,0.214,7.14,7.14,0.0038,0.0057,0.0008554133552402324,0.0009,0.0011,0.0033,0.0022,0.0908,0.0908,2.6941,2.6941,0.0016,0.002,0.0003873719926343628,0.0003,0.0026,0.018770007706904096,68.70569988209432,0.0184,68.7057
202.8679,9.4302,193.4376,50.381,49.619,364.0227,137.3227,135.1109,636.4564,4.566,4.808,0.9495,-0.002,0.0014,0.0,-0.0004,0.0,0.0008,0.002,-0.0014,0.0277,0.0209,0.3782,0.3782,9.31,9.31,0.0037,0.0069,-0.000823583784808361,0.0011,0.0007,0.0094,0.0071,0.1447,0.1447,2.9501,2.9501,0.0012,0.0023,-0.0003713264695337729,0.0004,0.0026,0.0195,78.789,0.0195,78.789
197.0336,10.1587,186.8749,50.6379,49.3621,351.91,130.3673,141.0218,623.2991,4.602,4.836,0.9514,0.006,0.002,0.0002,0.0001,0.0001,-0.0003,-0.006,-0.0019,0.013589569769019016,0.006810308919032863,0.3672,0.3672,3.91,3.91,0.0071,0.0058,0.0036,0.001023139163129375,0.0013,0.004438368948301106,0.002215355327558622,0.1457,0.1457,1.3939,1.3939,0.0025,0.0017,0.0012,0.0007,0.002422474485166151,0.023284541512992585,91.42640026001514,0.023,91.4264
198.813,10.0554,188.7576,50.6253,49.3747,344.41,147.6627,137.2318,629.3046,4.574,4.844,0.9442,-0.0045,0.0014,0.0001,0.0002,0.0001,0.0,0.0045,-0.0014,0.0211,0.0147,0.2712,0.2712,8.27,8.27,0.0025,0.0046,0.0016,0.0012,0.0013,0.0071,0.0047,0.1202,0.1202,2.3832,2.3832,0.0009,0.0014,0.0004,0.0004,0.0024,0.020370660956031683,37.625100485832505,0.0193,37.6251
198.7801,9.2537,189.5264,50.9199,49.0802,350.1845,140.9,138.1318,629.2164,4.574,4.81,0.9508,-0.0045,-0.0037,0.0001,-0.0001,-0.0001,0.0008,0.0045,0.0037,0.0053,0.0046,0.3334,0.3334,6.51,6.51,0.0087,0.0044,0.0031,0.0014,0.0013,0.0017,0.0014,0.134,0.134,2.3338,2.3338,0.0024,0.0015,0.001,0.0004,0.002507504052587031,0.0412,42.6972,0.0412,42.6972
198.983,10.7861,188.197,50.3314,49.6686,358.9255,123.8445,143.6345,626.4045,4.549,4.786,0.9506,0.0016,-0.0012,0.0,0.0,0.0,-0.0005,0.0,0.0,0.0178,0.0108,0.4274,0.4273,6.68,6.68,0.006,0.005,0.0037311157281741626,0.0006,0.001,0.0059,0.0035,0.1616,0.1615,1.9633,1.9633,0.0018,0.002,0.0013587744377183356,0.0002,0.0023,0.02370013278956272,33.7876,0.024238072052331916,33.7876
204.9821,9.9048,195.0773,50.6504,49.3496,355.5845,147.0391,131.7264,634.35,4.573,4.802,0.9522,0.0028,-0.0002,0.0,-0.0004,0.0004,-0.0004,-0.0028,0.0002,0.0189,0.0149,0.368,0.368,6.4,6.4,0.0077,0.0038,0.0029,0.0010815437638299272,0.0013,0.0061,0.005,0.1332,0.1332,1.8555,1.8555,0.0024,0.0014,0.0008,0.0004452341687989919,0.0023,0.007132212317216238,82.37797248821703,0.0057,82.37797219772754
198.9222,9.7899,189.1323,50.8538,49.1462,368.24,127.6291,135.5109,631.38,4.627,4.849,0.954,-0.0006,-0.0029,0.0001,0.0001,0.0001,-0.0007,0.0006,0.0029,0.0069,0.0069,0.3678,0.3678,11.05,11.05,0.0038,0.0034,0.0009497305556910648,0.0014,0.0011,0.0025,0.0022,0.1474,0.1474,3.1888,3.1888,0.0014,0.0013,0.00032456218180611056,0.0005,0.0024,0.0349282708597308,72.64690014957895,0.0346,72.6469
196.8626,9.4607,187.4019,50.3131,49.6869,354.9773,136.8955,140.3773,632.25,4.582,4.861,0.9424,0.0052,-0.0013,0.0001,-0.0002,0.0,-3.920997628321455e-06,-0.0051,0.0013,0.0151,0.0142,0.3232,0.3232,5.98,5.98,0.0026,0.0031,0.0024119725178574723,0.0011,0.0005,0.0051,0.0049,0.1222,0.1222,1.6174,1.6174,0.0009,0.0013,0.0007955916018018375,0.0003,0.0026,0.00020471076339127758,3.1821307826325105e-07,0.0005,0.0
199.394,9.6168,189.7773,50.8506,49.1494,346.2564,148.7136,136.3773,631.3473,4.571,4.806,0.9511,0.0002,0.003,0.0,0.0001,0.0001,0.0004,-0.0002,-0.003,0.0148,0.0117,0.3016,0.3016,14.98,14.98,0.0035,0.0027,0.0032,0.0013,0.0010818043870095555,0.005,0.004,0.1178,0.1178,4.1997,4.1997,0.0012,0.001,0.0009,0.0005,0.0028,0.016175764021686398,185.3577999039353,0.0167,185.3578
201.5765,9.3337,192.2428,50.365,49.635,347.44,161.07089133443236,141.4909,650.0018,4.604676549584316,4.8467877816437275,0.950020165738926,-0.00010265150956845215,-0.0054,0.0001,0.0001,0.0003,-0.0004,0.00040580518981231384,0.0054,0.0082,0.0092,0.1995,0.1995,12.05,12.05,0.0027,0.0041,0.0005953202354855452,0.001,0.0012,0.0028,0.003,0.0844,0.0844,3.6576,3.6576,0.0008,0.0013,0.00010558064359707416,0.0003,0.0021,0.01188774628624173,104.7518998503643,0.0123,104.7519
201.9857,9.3976,192.5882,50.5598,49.4402,353.3409,141.4536,137.6227,632.4173,4.598,4.844,0.9493,-0.002,-0.0006,0.0002,-0.0005,0.0,-0.0001,0.002,0.0006,0.0263,0.0203,0.2865,0.2865,5.44,5.44,0.0038,0.0047,0.0015361373668884932,0.0009,0.001,0.0088,0.0067,0.1064,0.1064,1.5539,1.5539,0.0015,0.0015,0.0003407608726896053,0.0003,0.0024327641990673976,0.027901698590181115,32.2058,0.028767411930824327,32.2058
198.9,10.3165,188.5834,50.4554,49.5446,356.3391,125.6173,138.8264,620.7827,4.632,4.891,0.9472,-0.0007,-0.003,0.0002,0.0001,0.0,-0.0011,0.0008,0.003,0.018,0.0141,0.3247,0.3247,9.79,9.79,0.005,0.0051,0.0014576690871142349,0.001,0.0011,0.0059,0.0047,0.1335,0.1335,2.9291,2.9291,0.0016,0.0019,0.000648122925424207,0.0003,0.0026,0.009307307641232082,192.29849972314906,0.0095,192.2985
198.9694,9.3928,189.5765,50.3196,49.6804,348.1473,144.54,143.4191,636.1064,4.55,4.806,0.9467,0.0011,-0.0004,0.0,0.0005,0.0001,0.00024093341472395042,-0.0011,0.0005,0.0068,0.0054,0.3051,0.3051,7.793932512327304,7.793932259585597,0.0047,0.007,0.0023724713584681225,0.0009,0.0014,0.0022,0.0017,0.1178,0.1178,4.2474,4.2474,0.0017,0.0022,0.0007239916793844985,0.0003,0.002513756404141593,0.03669301709955551,21.05990000712193,0.0373,21.0599
201.8818,9.0234,192.8584,50.6581,49.3419,348.5945,133.7118,143.4409,625.7473,4.554,4.799,0.9488,0.0026,-0.005,0.0,0.0,0.0,0.0006,0.0,0.0,0.0134,0.0083,0.3179,0.3179,6.52,6.52,0.0059,0.0064,0.0014,0.001055604276888028,0.0014,0.0043,0.0028,0.1548,0.1548,1.9749,1.9749,0.0022,0.0019,0.0004,0.0003586877817403093,0.0025933953461927933,0.016667283277161923,41.60470012278324,0.0171,41.6047
198.6113,10.3122,188.2991,50.2004,49.7996,358.36,126.3636,143.4945,628.2182,4.632,4.891,0.9472,0.0029,0.0009,0.0002,0.0,0.0,0.0001,-0.0029,-0.0009,0.0177,0.0143,0.2449,0.2449,9.33,9.33,0.0058,0.004,0.0005940677074198961,0.0011,0.0008,0.0059,0.0047,0.1163,0.1163,2.6515,2.6515,0.0017,0.0015,0.00048917657689896,0.0003,0.0026,0.009723212545190457,192.29849964456525,0.0095,192.2985
199.7459,10.0094,189.7365,49.9566,50.0434,350.4273,137.3291,144.6427,632.3991,4.632,4.856,0.9537,0.0048,0.0008,0.0001,0.0004,0.0,-0.0001,-0.0048,-0.0008,0.0112,0.005,0.4189,0.4189,7.37,7.37,0.0065,0.0065,0.0007642992855372123,0.0006,0.0012,0.0037,0.0017,0.1608,0.1608,2.5659,2.5659,0.0023,0.0022,0.00043252025894603176,0.0002,0.0026,0.0267,50.053,0.0267,50.053
202.0454,9.8914,192.154,50.4042,49.5958,350.8609,118.9364,147.9245,617.7218,4.609,4.843,0.9517,-0.0006,-0.0001,0.0001,0.0002,-0.0001,0.0006,0.0006,0.0001,0.0279,0.0162,0.3138,0.3138,6.59,6.59,0.0053,0.004,0.0017823827257740885,0.0015,0.0007,0.0095,0.0055,0.1191,0.1191,1.9167,1.9167,0.0018,0.0014,0.00041191411087503245,0.0004,0.0026,0.0187,58.0827,0.0187,58.0827
198.2033,9.445,188.7583,50.4915,49.5086,355.2955,138.1282,148.57,641.9936,4.637,4.836,0.9588,0.0022,-0.0016,0.0,-0.0001,-0.0002,0.0006,-0.0022,0.0016,0.0134,0.0153,0.34,0.3401,10.79,10.79,0.0065,0.0051,0.0021006470752543815,0.001,0.0012,0.0042,0.005,0.1293,0.1294,3.1505,3.1505,0.0021,0.0019,0.0007367510575730964,0.0003,0.0026,0.025597589976261936,62.38810006331489,0.0252,62.3881
197.824,9.7119,188.1121,50.4069,49.5931,351.9036,119.7282,146.8491,618.4809,4.609,4.843,0.9517,0.0025,0.0011,0.0,0.0001,0.0,0.0006,-0.0025,-0.0011,0.0264,0.0204,0.3156,0.3155,2.96,2.96,0.0037,0.005,0.0030055838561513747,0.0007,0.0007,0.0086,0.0066,0.1238,0.1237,0.9556,0.9556,0.0012,0.0017,0.0007941969954260823,0.0002,0.0026,0.023273894780230925,23.789200315424903,0.0225,23.7892
201.701,10.1361,191.5649,50.4554,49.5446,367.7991,129.4245,141.8691,639.0927,4.699652731268624,4.9463419746189246,0.9502,-0.0006,-0.0043,0.0002,-0.0003,0.0,-0.0005,0.0006,0.0043,0.0271,0.0133,0.3247,0.3247,5.44,5.44,0.006,0.0049,0.0021594134856588202,0.0009,0.0008,0.0092,0.0047,0.1335,0.1335,1.9083,1.9083,0.0019,0.0015,0.00081907503984242,0.0003,0.0026,0.01979907911621208,41.37840002916556,0.0201,41.3784
197.595,9.4154,188.1796,50.381,49.619,350.0027,145.0791,141.0573,636.1391,4.595,4.879,0.9418,0.0017,-0.0007,0.0002,-0.0001,-0.0001,0.0004,-0.0017,0.0007,0.0162,0.0151,0.3782,0.3782,8.9,8.9,0.0068,0.0029,0.00233530542805184,0.0004,0.0013,0.0056,0.0049,0.1447,0.1447,2.4386,2.4386,0.002,0.0009,0.0008967282775282342,0.0002,0.0026,0.041610268820637536,23.351099748999843,0.0419,23.3511
198.2386,9.9372,188.3014,50.3803,49.6197,358.2591,127.3373,141.4236,627.02,4.551,4.78,0.952,0.0021,-0.0024,0.0002,-0.0001,-0.0001,0.0001,-0.0022,0.0024,0.0176,0.0127,0.404,0.404,5.98,5.98,0.0037,0.0034,0.0006676007283930375,0.0011,0.0011,0.0057,0.0041,0.1569,0.1569,1.8159,1.8159,0.0013,0.001,-3.567706719855013e-05,0.0004,0.0026,0.0336,45.3701,0.0336,45.3701
201.7986,10.5452,191.2534,50.1812,49.8188,355.5582,141.8873,140.4318,637.8773,4.612,4.851,0.9506,0.0007324316323071983,-0.0045,0.0001,0.0001,-0.0001,-0.0004,-0.0007667404886395335,0.0045,0.0218,0.0151,0.3742,0.3742,5.99,5.99,0.0054,0.0052,0.001019605332481599,0.0006,0.0009,0.0072,0.005,0.1462,0.1462,1.858,1.858,0.0017,0.0018,0.00026816389765704773,0.0002,0.0026,0.005382531252112174,48.08031656839353,0.0048,48.08031625509084
202.4774,10.0986,192.3787,50.3583,49.6417,352.8082,132.6218,138.62,624.05,4.594,4.83,0.9511,0.0011,-0.0024,0.0,-0.0002,-0.0001,0.0,-0.0011,0.0024,0.0124,0.0065,0.3729,0.3729,2.81,2.81,0.0051,0.0051,0.0021633756861671356,0.0008720115991102604,0.0009,0.004,0.0021,0.1556,0.1556,0.8894,0.8894,0.0016,0.0018,0.0008808395397321075,0.00023363039506071913,0.0026,0.0197,53.0253,0.0197,53.0253
198.5195,9.734,188.7856,50.1455,49.8545,349.9145,141.2036,133.4836,624.6018,4.606,4.878,0.9441,-0.0001,0.0018,0.0001,0.0,-0.0001,0.0002,0.0001,-0.0018,0.01,0.006,0.2702,0.2702,7.89,7.89,0.0041,0.0036,0.0011,0.0008938505079136234,0.0009,0.0033,0.0019,0.1265,0.1265,2.2938,2.2938,0.0013,0.0012,0.0004,0.00025152638758907527,0.0021,0.027616241794909194,65.16090018640134,0.0267,65.1609
198.7298,9.4014,189.3284,50.4915,49.5086,350.5891,135.7073,138.0027,624.2991,4.597,4.862,0.9456,-0.0014,0.0008,0.0,-0.0002,-0.0001,0.0009,0.0013,-0.0009,0.0112,0.006,0.34,0.3401,5.83,5.83,0.0055,0.005,0.0006106042937170351,0.001,0.0011,0.0038,0.002,0.1293,0.1294,1.7282,1.7282,0.0017,0.0017,-0.00016281975174047177,0.0003,0.0026,0.033028815758524996,25.149400025106676,0.0335,25.1494
199.4509,9.7373,189.7136,50.3834,49.6166,347.4482,152.19,137.1782,636.8164,4.542,4.798,0.9465,0.0002,-0.0007,0.0,-0.0003,-0.0002,0.0002,-0.0002,0.0007,0.0169,0.0134,0.3364,0.3363,9.43,9.43,0.0033,0.005430827050435905,0.002,0.0005,0.0011,0.0056,0.0044,0.1407,0.1407,2.5916,2.5916,0.0011,0.0016964147466863137,0.0008,0.0002,0.002521821773126356,0.029946574590112837,72.02299995682633,0.0299,72.023
198.3277,10.5082,187.8195,50.4068,49.5932,356.4682,138.7927,138.6327,633.8936,4.623,4.899,0.9436,-0.00016846429086456172,0.0045,0.0,-0.0002,0.0001,0.0002,0.0006267712787387802,-0.0046,0.0203,0.0101,0.2244,0.2244,5.53,5.53,0.0048,0.003,0.0030868192527915127,0.0007076323916071642,0.0014,0.0068,0.0033,0.1032,0.1032,1.8445,1.8445,0.0015,0.0011,0.0009573088478331757,0.00026007104427227135,0.0026,0.0433,43.1616,0.0433,43.1616
202.47,9.9916,192.4784,50.4036,49.5964,349.6736,125.3382,141.2173,616.2291,4.588,4.846,0.9468,0.0007,0.003,2.1037437341020395e-05,-0.0001,-0.0002,0.0003,-0.0008,-0.003,0.0223,0.0134,0.2704,0.2703,5.1,5.1,0.0056,0.0038,0.00386593244133836,0.0005,0.0016,0.0076,0.0043,0.1118,0.1117,1.6102,1.6102,0.002,0.0013,0.0010720907815995311,0.0002,0.0026,0.03285878295808267,16.669500364024085,0.0329,16.6695
196.1986,9.3935,186.8051,50.142,49.858,351.1073,129.7018,142.2655,623.0745,4.593,4.873,0.9425,-0.0026,-0.0018962026482975403,0.0,0.0001,-0.0003,-0.0007,0.0026,0.0019084672295972827,0.0062,0.0057,0.328,0.328,6.34,6.34,0.0051,0.0064,0.004463515055636308,0.0008,0.0008,0.002,0.0019,0.1295,0.1295,1.8053,1.8053,0.0015,0.0021,0.001228235790599207,0.0003,0.0023931305335285493,0.024828314664509937,48.3708,0.02521626830348278,48.3708
199.3222,10.5147,188.8075,50.36,49.64,352.3191,142.9055,141.4764,636.7009,4.609,4.894,0.9417,0.0019,-0.0025,0.0002,-0.0001,0.0001,-0.0004,-0.0019,0.0025,0.0242,0.0146,0.3169,0.3169,6.33,6.33,0.0039,0.0058,0.001223431474333645,0.0007,0.0009,0.0082,0.0048,0.1309,0.1309,1.7559,1.7559,0.0012,0.0022,0.0006032111726605536,0.0003,0.0026,0.0078,143.3273,0.0078,143.3273
201.5815,9.5789,192.0026,50.6151,49.3849,350.9055,136.8891,142.4036,630.1982,4.652,4.882,0.9528,0.0023,0.0004,0.0,-0.0003,0.0,0.0003,-0.0023,-0.0004,0.0126,0.0061,0.4195,0.4195,6.29,6.29,0.0036,0.0068,0.0021014173796164194,0.0004,0.001,0.0044,0.0021,0.1566,0.1567,1.9563,1.9563,0.0012,0.0025,0.00047858202304969233,0.0001,0.0027,0.011833479597945631,86.358748746647,0.0117,86.3587490538601
198.6665,9.4524,189.2141,50.7216,49.2784,351.1145,136.9627,137.5464,625.6236,4.619,4.869,0.9486,0.0,0.0029,-0.0001,-0.0003,0.0002,-0.0008,0.0001,-0.0029,0.0146,0.0109,0.3467,0.3467,3.61,3.61,0.0036,0.0053,0.003914937675314862,0.0007,0.0018,0.0049,0.0035,0.1378,0.1378,1.1752,1.1752,0.0011,0.0016,0.0011305836856801386,0.0002,0.0028,0.04783341454472147,59.0824997740506,0.0473,59.0825
202.8253,10.5663,192.259,50.3074,49.6926,350.7927,127.4964,144.0036,622.2927,4.594,4.83,0.9511,0.0024,-0.0013,0.0,-0.0001,0.0,-0.0004,-0.0024,0.0013,0.0299,0.0174,0.2196,0.2196,3.46,3.46,0.0049,0.004,0.00226316810831609,0.000877011242797943,0.0014,0.0101,0.0058,0.0887,0.0887,1.0201,1.0201,0.0016,0.0015,0.0006784771017685851,0.0003718344367298265,0.0026,0.00733558046729714,65.01769782416423,0.0064,65.01769734293592
203.6304,8.9907,194.6397,50.2081,49.7919,352.3436,134.7255,139.1945,626.2636,4.619,4.869,0.9486,0.0014,0.0013,9.03556595409508e-05,-0.000699625506608916,0.0003,0.001,-0.0015,-0.0013,0.0247,0.0179,0.3562,0.3562,4.08,4.08,0.0044,0.0045,0.0019597711476137796,0.0013,0.0008,0.0084,0.006,0.1556,0.1556,1.3647,1.3647,0.0015,0.0014,0.0006679357417615113,0.0004,0.0028,0.022175054762707952,24.654700223558866,0.0218,24.6547
199.7621,9.6599,190.1023,50.4338,49.5663,350.4082,139.4,141.5709,631.3791,4.567,4.804,0.9507,-0.0026,0.0032,0.0,-0.0002,-0.0001,0.0004,0.0025,-0.0032,0.0266,0.0168,0.294,0.2941,4.86,4.86,0.0085,0.0044,0.0005144036977784881,0.0007,0.001,0.0089,0.0055,0.1211,0.1212,1.6169,1.6169,0.0028,0.0015,0.00021171794097968842,0.0002,0.0026,0.021,74.0589,0.021,74.0589
203.9867,9.8396,194.1471,50.3834,49.6166,347.9336,147.2945,132.0491,627.2773,4.604,4.855,0.9481,0.0017,0.002,0.0,-0.0004,-0.0001,0.0003,-0.0017,-0.002,0.0192,0.0132,0.3364,0.3363,6.69,6.69,0.003,0.003,0.0011,0.001,0.0011,0.0062,0.0041,0.1407,0.1407,1.9827,1.9827,0.001,0.001,0.0004,0.0003,0.0025,0.023829147595876607,41.487100042757255,0.0236,41.4871
195.6715,9.6125,186.059,50.4944,49.5056,351.6955,132.2718,142.1327,626.1,4.6,4.871,0.9443,-0.001,-0.0005,0.0001,0.0001,0.0,-0.0004,0.0011,0.0005,0.0112,0.0086,0.3427,0.3428,5.95,5.95,0.004,0.0062,0.0019,0.0010444189115709902,0.0007,0.0037,0.0028,0.1313,0.1314,2.0066,2.0066,0.0012,0.0022,0.0007,0.0003211864718843478,0.0024,0.021237797588237087,32.205800034191064,0.021223299140220586,32.2058
203.8259,8.524475786643867,195.3014,50.3349,49.6651,366.8291,147.69,134.7145,649.2336,4.67,4.931,0.9471,0.0007,-0.0006,0.0,-0.0003,0.0,-0.0009,-0.0007,0.0006,0.009,0.0103,0.356,0.3561,3.28,3.28,0.0072,0.0047,0.0021250698410587143,0.001,0.0017,0.0034,0.0034,0.173,0.173,1.0408,1.0408,0.0024,0.0017,0.0006825991531182272,0.0003,0.0026,0.021791726717080087,50.06500054647473,0.0211,50.065
